Year,Id,Id2,County,Plant State,Estimate; Total,USPS,GEOID,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
2008,0500000US17167,17167,Sangamon County,Illinois,194925,IL,17167,1785010,Sangamon County,2248891494,22577723,868.302,8.717,39.757258,-89.662032
2008,0500000US17179,17179,Tazewell County,Illinois,131524,IL,17179,1785094,Tazewell County,1681105118,22941954,649.078,8.857999999999999,40.508074,-89.51626
2008,0500000US17183,17183,Vermilion County,Illinois,80680,IL,17183,1785114,Vermilion County,2326763526,7534491,898.368,2.909,40.186754,-87.726778
2008,0500000US17197,17197,Will County,Illinois,681097,IL,17197,1785190,Will County,2167652507,31840804,836.935,12.294,41.448474,-87.97845600000001
2008,0500000US17201,17201,Winnebago County,Illinois,300252,IL,17201,1785216,Winnebago County,1329745720,15107861,513.418,5.832999999999999,42.337396000000005,-89.16120500000001
2008,0500000US18003,18003,Allen County,Indiana,350523,IN,18003,450402,Allen County,1702454352,6999604,657.321,2.7030000000000003,41.091854999999995,-85.07223
2008,0500000US18005,18005,Bartholomew County,Indiana,75360,IN,18005,451683,Bartholomew County,1053850604,6814131,406.894,2.6310000000000002,39.205843,-85.897999
2008,0500000US18019,18019,Clark County,Indiana,106673,IN,18019,450340,Clark County,965626431,9244302,372.83,3.569,38.476217,-85.711122
2008,0500000US18035,18035,Delaware County,Indiana,114685,IN,18035,450347,Delaware County,1015607268,9792758,392.12800000000004,3.781,40.227543,-85.399262
2008,0500000US18039,18039,Elkhart County,Indiana,199137,IN,18039,450348,Elkhart County,1199614703,12423390,463.17400000000004,4.797,41.600693,-85.863986
2008,0500000US18043,18043,Floyd County,Indiana,73780,IN,18043,450350,Floyd County,383288306,2645487,147.988,1.021,38.317935999999996,-85.911474
2008,0500000US18053,18053,Grant County,Indiana,68609,IN,18053,450355,Grant County,1072452767,2133507,414.07599999999996,0.8240000000000001,40.515758,-85.654946
2008,0500000US18057,18057,Hamilton County,Indiana,269785,IN,18057,450356,Hamilton County,1021268168,21038494,394.314,8.123,40.053646,-86.021726
2008,0500000US18059,18059,Hancock County,Indiana,67282,IN,18059,450357,Hancock County,792580867,2610512,306.017,1.008,39.82253,-85.773162
2008,0500000US18063,18063,Hendricks County,Indiana,137240,IN,18063,450358,Hendricks County,1053849184,4880845,406.89300000000003,1.885,39.768963,-86.509908
2008,0500000US18067,18067,Howard County,Indiana,83381,IN,18067,450360,Howard County,758858971,2394185,292.997,0.924,40.483537,-86.114118
2008,0500000US18081,18081,Johnson County,Indiana,139158,IN,18081,450365,Johnson County,829909418,3525572,320.43,1.361,39.495986,-86.0946
2008,0500000US18085,18085,Kosciusko County,Indiana,76275,IN,18085,450367,Kosciusko County,1376372907,59498372,531.4209999999999,22.971999999999998,41.244293,-85.861575
2008,0500000US18089,18089,Lake County,Indiana,493800,IN,18089,450495,Lake County,1292514974,330463488,499.043,127.59299999999999,41.472246999999996,-87.374337
2008,0500000US18091,18091,LaPorte County,Indiana,110888,IN,18091,450507,LaPorte County,1549659085,38675577,598.327,14.933,41.549013,-86.744739
2008,0500000US18095,18095,Madison County,Indiana,131501,IN,18095,450370,Madison County,1170457650,2559342,451.916,0.988,40.166203,-85.722454
2008,0500000US18097,18097,Marion County,Indiana,880380,IN,18097,450371,Marion County,1026600417,17191063,396.37300000000005,6.638,39.782976,-86.13579399999999
2008,0500000US18105,18105,Monroe County,Indiana,128992,IN,18105,451680,Monroe County,1021811758,43504254,394.524,16.797,39.160751,-86.523325
2008,0500000US18109,18109,Morgan County,Indiana,70668,IN,18109,450375,Morgan County,1046324518,14089948,403.98800000000006,5.44,39.482646,-86.447457
2008,0500000US18127,18127,Porter County,Indiana,162181,IN,18127,450382,Porter County,1082777927,268632959,418.06300000000005,103.72,41.509916,-87.071313
2008,0500000US18141,18141,St. Joseph County,Indiana,266680,IN,18141,452855,St. Joseph County,1185912671,9070408,457.88300000000004,3.502,41.617699,-86.288159
2008,0500000US18157,18157,Tippecanoe County,Indiana,164237,IN,18157,450393,Tippecanoe County,1294484149,8910176,499.80300000000005,3.44,40.38913,-86.893555
2008,0500000US18163,18163,Vanderburgh County,Indiana,174729,IN,18163,450396,Vanderburgh County,604741974,7352001,233.49200000000002,2.839,38.020070000000004,-87.586166
2008,0500000US18167,18167,Vigo County,Indiana,105968,IN,18167,450398,Vigo County,1044993096,18068475,403.474,6.976,39.429142999999996,-87.390375
2008,0500000US18177,18177,Wayne County,Indiana,67795,IN,18177,450336,Wayne County,1040508997,6732251,401.74300000000005,2.5989999999999998,39.863091,-85.00673499999999
2008,0500000US19013,19013,Black Hawk County,Iowa,128347,IA,19013,465196,Black Hawk County,1465331814,17900142,565.768,6.9110000000000005,42.471540999999995,-92.308033
2008,0500000US19061,19061,Dubuque County,Iowa,92724,IA,19061,465219,Dubuque County,1575488097,21138791,608.299,8.162,42.463481,-90.878771
2008,0500000US19103,19103,Johnson County,Iowa,128094,IA,19103,465240,Johnson County,1590355508,23595209,614.04,9.11,41.668737,-91.588813
2008,0500000US19113,19113,Linn County,Iowa,208574,IA,19113,465245,Linn County,1856718344,19740334,716.883,7.622000000000001,42.077951,-91.597674
2008,0500000US19153,19153,Polk County,Iowa,424778,IA,19153,465265,Polk County,1485563114,46504048,573.5790000000001,17.955,41.684816,-93.56897099999999
2008,0500000US19155,19155,Pottawattamie County,Iowa,89647,IA,19155,465266,Pottawattamie County,2461943632,22221146,950.562,8.58,41.340184,-95.544905
2008,0500000US19163,19163,Scott County,Iowa,164690,IA,19163,465270,Scott County,1186445449,26214593,458.089,10.122,41.642078999999995,-90.622289
2008,0500000US19169,19169,Story County,Iowa,86754,IA,19169,465273,Story County,1483235260,2509634,572.68,0.9690000000000001,42.037538,-93.466093
2008,0500000US19193,19193,Woodbury County,Iowa,102559,IA,19193,465285,Woodbury County,2260791000,12793693,872.8960000000001,4.94,42.39322,-96.053296
2008,0500000US20045,20045,Douglas County,Kansas,114748,KS,20045,484992,Douglas County,1180720703,48581683,455.879,18.757,38.896415000000005,-95.29094599999999
2008,0500000US20091,20091,Johnson County,Kansas,534093,KS,20091,485010,Johnson County,1226234393,16691945,473.452,6.445,38.883907,-94.82233000000001
2008,0500000US20103,20103,Leavenworth County,Kansas,75946,KS,20103,485016,Leavenworth County,1198762670,15869351,462.845,6.127000000000001,39.189510999999996,-95.038977
2008,0500000US20161,20161,Riley County,Kansas,71069,KS,20161,485044,Riley County,1579317982,31537411,609.778,12.177,39.291211,-96.727489
2008,0500000US20173,20173,Sedgwick County,Kansas,482863,KS,20173,485049,Sedgwick County,2583572692,30038008,997.523,11.597999999999999,37.681045000000005,-97.461054
2008,0500000US20177,20177,Shawnee County,Kansas,174709,KS,20177,485051,Shawnee County,1409000695,30325984,544.018,11.709000000000001,39.041805,-95.755664
2008,0500000US20209,20209,Wyandotte County,Kansas,154287,KS,20209,485065,Wyandotte County,392647715,11890108,151.602,4.591,39.115384000000006,-94.763087
2008,0500000US21015,21015,Boone County,Kentucky,115231,KY,21015,516854,Boone County,637462183,26777115,246.12599999999998,10.339,38.974595,-84.731431
2008,0500000US21029,21029,Bullitt County,Kentucky,75028,KY,21029,516861,Bullitt County,769295034,8386208,297.026,3.238,37.969928,-85.702641
2008,0500000US21037,21037,Campbell County,Kentucky,87038,KY,21037,516865,Campbell County,391914324,20981940,151.319,8.101,38.946981,-84.379583
2008,0500000US21047,21047,Christian County,Kentucky,79820,KY,21047,516870,Christian County,1858332177,16928286,717.5060000000001,6.5360000000000005,36.892059,-87.492986
2008,0500000US21059,21059,Daviess County,Kentucky,94418,KY,21059,516876,Daviess County,1187163563,47158146,458.366,18.208,37.731671,-87.08713900000001
2008,0500000US21067,21067,Fayette County,Kentucky,282114,KY,21067,516880,Fayette County,734657049,4922243,283.653,1.9,38.040676,-84.458274
2008,0500000US21093,21093,Hardin County,Kentucky,98546,KY,21093,516893,Hardin County,1614335125,17702152,623.298,6.835,37.695836,-85.963183
2008,0500000US21111,21111,Jefferson County,Kentucky,713877,KY,21111,516902,Jefferson County,985372730,44620445,380.455,17.227999999999998,38.189532,-85.657624
2008,0500000US21117,21117,Kenton County,Kentucky,157629,KY,21117,516905,Kenton County,415052358,10603975,160.253,4.093999999999999,38.930503,-84.533438
2008,0500000US21145,21145,McCracken County,Kentucky,65109,KY,21145,516925,McCracken County,644250942,50306574,248.747,19.423,37.053683,-88.712366
2008,0500000US21151,21151,Madison County,Kentucky,82192,KY,21151,516919,Madison County,1132604735,15425716,437.301,5.956,37.723592,-84.27699799999999
2008,0500000US21195,21195,Pike County,Kentucky,65331,KY,21195,516944,Pike County,2037848118,4756854,786.818,1.837,37.486031,-82.410913
2008,0500000US21227,21227,Warren County,Kentucky,105862,KY,21227,516960,Warren County,1402743751,15441365,541.602,5.962000000000001,36.995634,-86.423579
2008,0500000US22005,22005,Ascension Parish,Louisiana,101789,LA,22005,558403,Ascension Parish,751029431,33194722,289.974,12.817,30.206444,-90.912502
2008,0500000US22015,22015,Bossier Parish,Louisiana,110250,LA,22015,558453,Bossier Parish,2176181456,70514387,840.2280000000001,27.226,32.695851,-93.616132
2008,0500000US22017,22017,Caddo Parish,Louisiana,252895,LA,22017,558458,Caddo Parish,2275354742,150399603,878.5189999999999,58.07,32.577195,-93.882423
2008,0500000US22019,22019,Calcasieu Parish,Louisiana,185618,LA,22019,558468,Calcasieu Parish,2754925000,79222012,1063.683,30.588,30.229559000000002,-93.35801500000001
2008,0500000US22033,22033,East Baton Rouge Parish,Louisiana,428360,LA,22033,558530,East Baton Rouge Parish,1179346048,38556751,455.348,14.887,30.543983,-91.09316700000001
2008,0500000US22045,22045,Iberia Parish,Louisiana,75097,LA,22045,558576,Iberia Parish,1486941068,1182115462,574.111,456.417,29.606013,-91.842706
2008,0500000US22051,22051,Jefferson Parish,Louisiana,436181,LA,22051,558027,Jefferson Parish,765682141,897184732,295.632,346.405,29.5033,-90.036231
2008,0500000US22055,22055,Lafayette Parish,Louisiana,206976,LA,22055,558059,Lafayette Parish,696045251,1204114,268.745,0.465,30.206507000000002,-92.06416999999999
2008,0500000US22057,22057,Lafourche Parish,Louisiana,92572,LA,22057,558065,Lafourche Parish,2766822935,1037697180,1068.276,400.657,29.491992,-90.394849
2008,0500000US22063,22063,Livingston Parish,Louisiana,120256,LA,22063,558083,Livingston Parish,1678747394,112119238,648.168,43.288999999999994,30.440419,-90.727474
2008,0500000US22071,22071,Orleans Parish,Louisiana,311853,LA,22071,558113,Orleans Parish,438792720,467306395,169.419,180.428,30.053420000000003,-89.934502
2008,0500000US22073,22073,Ouachita Parish,Louisiana,150051,LA,22073,558114,Ouachita Parish,1580931662,55294552,610.401,21.349,32.477664000000004,-92.154848
2008,0500000US22079,22079,Rapides Parish,Louisiana,133131,LA,22079,559460,Rapides Parish,3413632520,113043213,1318.011,43.646,31.193203999999998,-92.535953
2008,0500000US22097,22097,St. Landry Parish,Louisiana,92173,LA,22097,1629479,St. Landry Parish,2392904510,39047412,923.9060000000001,15.075999999999999,30.583440999999997,-91.989274
2008,0500000US22103,22103,St. Tammany Parish,Louisiana,228456,LA,22103,1629503,St. Tammany Parish,2190289201,647245544,845.675,249.903,30.410021999999998,-89.951962
2008,0500000US22105,22105,Tangipahoa Parish,Louisiana,117001,LA,22105,559500,Tangipahoa Parish,2049504791,136674364,791.318,52.77,30.621579999999998,-90.406633
2008,0500000US22109,22109,Terrebonne Parish,Louisiana,108576,LA,22109,559517,Terrebonne Parish,3190255110,2202158274,1231.764,850.258,29.33413,-90.843674
2008,0500000US23001,23001,Androscoggin County,Maine,106877,ME,23001,581286,Androscoggin County,1211937419,75599699,467.93199999999996,29.189,44.167681,-70.207435
2008,0500000US23003,23003,Aroostook County,Maine,71676,ME,23003,581287,Aroostook County,17278047428,405253178,6671.092,156.469,46.727082,-68.649426
2008,0500000US23005,23005,Cumberland County,Maine,276047,ME,23005,581288,Cumberland County,2164390945,988822127,835.676,381.786,43.808347999999995,-70.330375
2008,0500000US23011,23011,Kennebec County,Maine,120959,ME,23011,581291,Kennebec County,2246806175,216724439,867.497,83.678,44.417012,-69.765764
2008,0500000US23019,23019,Penobscot County,Maine,148651,ME,23019,581295,Penobscot County,8799074164,413603851,3397.342,159.69299999999998,45.409279,-68.666598
2008,0500000US23031,23031,York County,Maine,201686,ME,23031,581301,York County,2566086356,722457634,990.7719999999999,278.942,43.426019000000004,-70.668425
2008,0500000US24001,24001,Allegany County,Maryland,72238,MD,24001,1713506,Allegany County,1098572104,14940164,424.161,5.768,39.612313,-78.70310400000001
2008,0500000US24003,24003,Anne Arundel County,Maryland,512790,MD,24003,1710958,Anne Arundel County,1074549020,447837723,414.88599999999997,172.91099999999997,38.993579,-76.560484
2008,0500000US24005,24005,Baltimore County,Maryland,785618,MD,24005,1695314,Baltimore County,1549750692,215989606,598.362,83.39399999999999,39.443166999999995,-76.616569
2008,0500000US24009,24009,Calvert County,Maryland,88698,MD,24009,1676636,Calvert County,552134151,341605063,213.18,131.894,38.52261,-76.529494
2008,0500000US24013,24013,Carroll County,Maryland,169353,MD,24013,1696228,Carroll County,1159279157,13186232,447.6,5.091,39.563318,-77.015353
2008,0500000US24015,24015,Cecil County,Maryland,99926,MD,24015,596115,Cecil County,896861126,185332636,346.28,71.557,39.562354,-75.941585
2008,0500000US24017,24017,Charles County,Maryland,140764,MD,24017,1676992,Charles County,1185653700,479519793,457.783,185.144,38.472853,-77.015427
2008,0500000US24021,24021,Frederick County,Maryland,225721,MD,24021,1711211,Frederick County,1710554388,18041931,660.449,6.966,39.470428999999996,-77.397624
2008,0500000US24025,24025,Harford County,Maryland,240351,MD,24025,1698178,Harford County,1132091443,231907633,437.103,89.54,39.537428999999996,-76.299789
2008,0500000US24027,24027,Howard County,Maryland,274995,MD,24027,1709077,Howard County,649942749,6345542,250.94400000000002,2.45,39.252264000000004,-76.924406
2008,0500000US24031,24031,Montgomery County,Maryland,950680,MD,24031,1712500,Montgomery County,1276634446,36245371,492.911,13.994000000000002,39.137381,-77.203063
2008,0500000US24033,24033,Prince George's County,Maryland,820852,MD,24033,1714670,Prince George's County,1250211154,41768855,482.709,16.127,38.82588,-76.847272
2008,0500000US24037,24037,St. Mary's County,Maryland,101578,MD,24037,1697853,St. Mary's County,925648069,1053753865,357.395,406.85699999999997,38.220289,-76.530384
2008,0500000US24043,24043,Washington County,Maryland,145384,MD,24043,1714220,Washington County,1185686686,24726569,457.796,9.547,39.603621000000004,-77.81467099999999
2008,0500000US24045,24045,Wicomico County,Maryland,94046,MD,24045,1668606,Wicomico County,969732871,66801500,374.416,25.791999999999998,38.367115999999996,-75.631964
2008,0500000US24510,24510,Baltimore city,Maryland,636919,MD,24510,1702381,Baltimore city,209643555,28767622,80.944,11.107000000000001,39.300032,-76.610476
2008,0500000US25001,25001,Barnstable County,Massachusetts,221049,MA,25001,606927,Barnstable County,1019719638,2361606119,393.716,911.821,41.798819,-70.211083
2008,0500000US25003,25003,Berkshire County,Massachusetts,129395,MA,25003,606928,Berkshire County,2400491048,50746697,926.835,19.593,42.375314,-73.213948
2008,0500000US25005,25005,Bristol County,Massachusetts,545823,MA,25005,606929,Bristol County,1432602435,357662687,553.131,138.094,41.746863,-71.090509
2008,0500000US25009,25009,Essex County,Massachusetts,736457,MA,25009,606931,Essex County,1275669707,870068134,492.539,335.935,42.642711,-70.865107
2008,0500000US25011,25011,Franklin County,Massachusetts,71735,MA,25011,606932,Franklin County,1811271672,65368074,699.336,25.239,42.584503999999995,-72.591792
2008,0500000US25013,25013,Hampden County,Massachusetts,460840,MA,25013,606933,Hampden County,1598409204,44293472,617.149,17.102,42.136198,-72.635648
2008,0500000US25015,25015,Hampshire County,Massachusetts,154983,MA,25015,606934,Hampshire County,1365598019,46487557,527.26,17.949,42.339459000000005,-72.66369399999999
2008,0500000US25017,25017,Middlesex County,Massachusetts,1482478,MA,25017,606935,Middlesex County,2118147279,75727649,817.821,29.239,42.481711,-71.394917
2008,0500000US25021,25021,Norfolk County,Massachusetts,659909,MA,25021,606937,Norfolk County,1025927532,124925285,396.11300000000006,48.233999999999995,42.17175,-71.181115
2008,0500000US25023,25023,Plymouth County,Massachusetts,492066,MA,25023,606938,Plymouth County,1707122280,1124387947,659.1239999999999,434.129,41.987196000000004,-70.74194200000001
2008,0500000US25025,25025,Suffolk County,Massachusetts,732684,MA,25025,606939,Suffolk County,150881016,160487602,58.255,61.965,42.331959999999995,-71.020173
2008,0500000US25027,25027,Worcester County,Massachusetts,783806,MA,25027,606940,Worcester County,3912698515,177395253,1510.701,68.493,42.311693,-71.940282
2008,0500000US26005,26005,Allegan County,Michigan,112975,MI,26005,1622945,Allegan County,2137343989,2610850577,825.2330000000001,1008.055,42.595787,-86.634745
2008,0500000US26017,26017,Bay County,Michigan,107495,MI,26017,1622951,Bay County,1145557660,487987306,442.30199999999996,188.41299999999998,43.699711,-83.978701
2008,0500000US26021,26021,Berrien County,Michigan,159481,MI,26021,1622953,Berrien County,1470458178,2625533765,567.747,1013.7239999999999,41.792639,-86.741822
2008,0500000US26025,26025,Calhoun County,Michigan,135861,MI,26025,1622955,Calhoun County,1829249871,31275675,706.2769999999999,12.075999999999999,42.24299,-85.012385
2008,0500000US26037,26037,Clinton County,Michigan,69726,MI,26037,1622961,Clinton County,1466991666,21105919,566.409,8.149,42.950455,-84.591695
2008,0500000US26045,26045,Eaton County,Michigan,106781,MI,26045,1622965,Eaton County,1489703575,11020019,575.178,4.255,42.589614000000005,-84.846524
2008,0500000US26049,26049,Genesee County,Michigan,428790,MI,26049,1622967,Genesee County,1649729501,32693085,636.964,12.623,43.021077000000005,-83.706372
2008,0500000US26055,26055,Grand Traverse County,Michigan,86071,MI,26055,1622970,Grand Traverse County,1202643276,354756662,464.343,136.972,44.718688,-85.553848
2008,0500000US26065,26065,Ingham County,Michigan,277528,MI,26065,1622975,Ingham County,1440346360,11891440,556.121,4.591,42.603534,-84.373811
2008,0500000US26073,26073,Isabella County,Michigan,66778,MI,26073,1622979,Isabella County,1483226456,12959626,572.677,5.004,43.645233000000005,-84.839424
2008,0500000US26075,26075,Jackson County,Michigan,160180,MI,26075,1622980,Jackson County,1817308302,56538564,701.6669999999999,21.83,42.248474,-84.420868
2008,0500000US26077,26077,Kalamazoo County,Michigan,245912,MI,26077,1622981,Kalamazoo County,1456103637,46859098,562.205,18.092,42.246266,-85.532854
2008,0500000US26081,26081,Kent County,Michigan,605213,MI,26081,1622983,Kent County,2195539075,62785371,847.702,24.241999999999997,43.032497,-85.547446
2008,0500000US26087,26087,Lapeer County,Michigan,90875,MI,26087,1622986,Lapeer County,1668449547,48310219,644.192,18.653,43.088633,-83.224325
2008,0500000US26091,26091,Lenawee County,Michigan,100801,MI,26091,1622988,Lenawee County,1941339768,30699189,749.556,11.853,41.896109,-84.07435
2008,0500000US26093,26093,Livingston County,Michigan,182575,MI,26093,1622989,Livingston County,1463871721,52324362,565.2040000000001,20.203,42.602532000000004,-83.91171800000001
2008,0500000US26099,26099,Macomb County,Michigan,830663,MI,26099,1622992,Macomb County,1240901427,237591221,479.115,91.734,42.671467,-82.91086899999999
2008,0500000US26103,26103,Marquette County,Michigan,65492,MI,26103,1622994,Marquette County,4683958912,4185358957,1808.487,1615.976,46.656628999999995,-87.58398199999999
2008,0500000US26111,26111,Midland County,Michigan,82605,MI,26111,1622998,Midland County,1337099821,30589807,516.257,11.811,43.648203,-84.379414
2008,0500000US26115,26115,Monroe County,Michigan,152949,MI,26115,1623000,Monroe County,1422996308,338244021,549.422,130.597,41.916097,-83.48710600000001
2008,0500000US26121,26121,Muskegon County,Michigan,174344,MI,26121,1623003,Muskegon County,1295054226,2486391831,500.023,960.0010000000001,43.289258000000004,-86.751892
2008,0500000US26125,26125,Oakland County,Michigan,1202174,MI,26125,1623005,Oakland County,2246696132,103177684,867.454,39.836999999999996,42.660452,-83.38421
2008,0500000US26139,26139,Ottawa County,Michigan,260364,MI,26139,1623012,Ottawa County,1459627687,2765704204,563.565,1067.844,42.942346,-86.655342
2008,0500000US26145,26145,Saginaw County,Michigan,200745,MI,26145,1623015,Saginaw County,2073181634,40159719,800.46,15.505999999999998,43.328267,-84.05541
2008,0500000US26147,26147,St. Clair County,Michigan,168894,MI,26147,1625033,St. Clair County,1867861161,298681039,721.185,115.321,42.928803,-82.668913
2008,0500000US26155,26155,Shiawassee County,Michigan,70880,MI,26155,1623018,Shiawassee County,1374710888,26336215,530.779,10.168,42.951545,-84.14635200000001
2008,0500000US26159,26159,Van Buren County,Michigan,77801,MI,26159,1623020,Van Buren County,1574150150,1248671260,607.783,482.115,42.28215,-86.306076
2008,0500000US26161,26161,Washtenaw County,Michigan,347376,MI,26161,1623021,Washtenaw County,1828433678,42623578,705.962,16.457,42.252327,-83.844634
2008,0500000US26163,26163,Wayne County,Michigan,1949929,MI,26163,1623022,Wayne County,1585112018,157118499,612.015,60.663999999999994,42.284664,-83.261953
2008,0500000US27003,27003,Anoka County,Minnesota,327090,MN,27003,659447,Anoka County,1095504873,59822796,422.977,23.098000000000003,45.27411,-93.242723
2008,0500000US27019,27019,Carver County,Minnesota,90043,MN,27019,659455,Carver County,917699930,56427530,354.32599999999996,21.787,44.82132,-93.80009100000001
2008,0500000US27037,27037,Dakota County,Minnesota,392755,MN,27037,659464,Dakota County,1456666540,63307077,562.422,24.443,44.670893,-93.062481
2008,0500000US27053,27053,Hennepin County,Minnesota,1140988,MN,27053,659472,Hennepin County,1434288887,136660122,553.7819999999999,52.765,45.006121,-93.475228
2008,0500000US27109,27109,Olmsted County,Minnesota,141360,MN,27109,659500,Olmsted County,1693065091,3019334,653.696,1.166,44.003429,-92.406722
2008,0500000US27123,27123,Ramsey County,Minnesota,501428,MN,27123,659507,Ramsey County,394031978,46466787,152.137,17.941,45.01525,-93.10014100000001
2008,0500000US27137,27137,St. Louis County,Minnesota,196864,MN,27137,662850,St. Louis County,16181104987,1584900984,6247.56,611.934,47.578635,-92.51456999999999
2008,0500000US27139,27139,Scott County,Minnesota,128937,MN,27139,659514,Scott County,923162097,30845266,356.435,11.909,44.651804999999996,-93.533731
2008,0500000US27141,27141,Sherburne County,Minnesota,87660,MN,27141,659515,Sherburne County,1121268365,46928398,432.92400000000004,18.119,45.453176,-93.76913
2008,0500000US27145,27145,Stearns County,Minnesota,147076,MN,27145,659517,Stearns County,3478160525,121797053,1342.925,47.026,45.555234999999996,-94.61048199999999
2008,0500000US27163,27163,Washington County,Minnesota,229173,MN,27163,659526,Washington County,995605351,99452475,384.405,38.399,45.037929,-92.890117
2008,0500000US27171,27171,Wright County,Minnesota,119701,MN,27171,659530,Wright County,1713165503,136780940,661.457,52.81100000000001,45.175090999999995,-93.966396
2008,0500000US28033,28033,DeSoto County,Mississippi,154748,MS,28033,695741,DeSoto County,1233556702,53624068,476.279,20.704,34.874266,-89.99324
2008,0500000US28035,28035,Forrest County,Mississippi,79425,MS,28035,695742,Forrest County,1207037241,10878478,466.04,4.2,31.188579999999998,-89.259447
2008,0500000US28047,28047,Harrison County,Mississippi,178460,MS,28047,695747,Harrison County,1486712986,1063618828,574.023,410.666,30.416535999999997,-89.083376
2008,0500000US28049,28049,Hinds County,Mississippi,247650,MS,28049,695748,Hinds County,2252694221,19479907,869.77,7.521,32.267788,-90.46601700000001
2008,0500000US28059,28059,Jackson County,Mississippi,130694,MS,28059,695753,Jackson County,1871922291,830478571,722.753,320.65,30.456004999999998,-88.625101
2008,0500000US28067,28067,Jones County,Mississippi,67764,MS,28067,695757,Jones County,1799558903,12676802,694.814,4.895,31.616601,-89.168532
2008,0500000US28075,28075,Lauderdale County,Mississippi,78180,MS,28075,695761,Lauderdale County,1822446741,29792084,703.6510000000001,11.503,32.403998,-88.660449
2008,0500000US28081,28081,Lee County,Mississippi,81139,MS,28081,695764,Lee County,1165367721,8349354,449.95099999999996,3.2239999999999998,34.29246,-88.682383
2008,0500000US28089,28089,Madison County,Mississippi,91369,MS,28089,695768,Madison County,1850054812,71147926,714.31,27.47,32.634370000000004,-90.03416
2008,0500000US28121,28121,Rankin County,Mississippi,140901,MS,28121,695781,Rankin County,2008321905,79430254,775.4169999999999,30.668000000000003,32.267123,-89.946063
2008,0500000US29019,29019,Boone County,Missouri,154365,MO,29019,758464,Boone County,1775513856,14289182,685.53,5.517,38.989861,-92.310202
2008,0500000US29021,29021,Buchanan County,Missouri,89408,MO,29021,758465,Buchanan County,1056782089,17172315,408.026,6.63,39.660369,-94.808173
2008,0500000US29031,29031,Cape Girardeau County,Missouri,73243,MO,29031,758470,Cape Girardeau County,1498398265,20174864,578.535,7.79,37.384141,-89.68565799999999
2008,0500000US29037,29037,Cass County,Missouri,98429,MO,29037,758473,Cass County,1804382824,15051124,696.676,5.811,38.647159,-94.354242
2008,0500000US29043,29043,Christian County,Missouri,75479,MO,29043,758476,Christian County,1457243636,3012641,562.645,1.163,36.969739000000004,-93.187614
2008,0500000US29047,29047,Clay County,Missouri,215707,MO,29047,758478,Clay County,1029881206,28568904,397.639,11.030999999999999,39.315551,-94.421502
2008,0500000US29051,29051,Cole County,Missouri,74313,MO,29051,758480,Cole County,1014013382,19259438,391.51300000000003,7.436,38.503233,-92.280027
2008,0500000US29071,29071,Franklin County,Missouri,100898,MO,29071,758490,Franklin County,2389734943,20729139,922.682,8.004,38.408313,-91.07341
2008,0500000US29077,29077,Greene County,Missouri,266944,MO,29077,758493,Greene County,1749069386,6631776,675.319,2.5610000000000004,37.258196000000005,-93.340641
2008,0500000US29095,29095,Jackson County,Missouri,668417,MO,29095,758502,Jackson County,1565587846,30483965,604.477,11.77,39.005441,-94.343326
2008,0500000US29097,29097,Jasper County,Missouri,116813,MO,29097,758503,Jasper County,1653653978,7233655,638.479,2.793,37.205197,-94.337259
2008,0500000US29099,29099,Jefferson County,Missouri,217679,MO,29099,758504,Jefferson County,1700722347,19766540,656.653,7.632000000000001,38.257599,-90.543542
2008,0500000US29165,29165,Platte County,Missouri,85896,MO,29165,758537,Platte County,1088302650,17119857,420.19599999999997,6.61,39.378696000000005,-94.761472
2008,0500000US29183,29183,St. Charles County,Missouri,349407,MO,29183,758546,St. Charles County,1451531948,83314211,560.44,32.168,38.781102000000004,-90.674915
2008,0500000US29189,29189,St. Louis County,Missouri,991830,MO,29189,758549,St. Louis County,1315122143,39385817,507.772,15.207,38.640702000000005,-90.445954
2008,0500000US29510,29510,St. Louis city,Missouri,354361,MO,29510,767557,St. Louis city,160458041,10670040,61.953,4.12,38.635699,-90.244582
2008,0500000US30013,30013,Cascade County,Montana,82026,MT,30013,1719622,Cascade County,6988361955,34331733,2698.222,13.255999999999998,47.316443,-111.350571
2008,0500000US30029,30029,Flathead County,Montana,88473,MT,30029,1719611,Flathead County,13175882902,437082640,5087.237,168.75900000000001,48.314575,-114.054533
2008,0500000US30031,30031,Gallatin County,Montana,91791,MT,30031,1720053,Gallatin County,6746197554,75237084,2604.722,29.049,45.518054,-111.163921
2008,0500000US30063,30063,Missoula County,Montana,107320,MT,30063,1719596,Missoula County,6715988454,64467912,2593.058,24.891,47.027263,-113.89268100000001
2008,0500000US30111,30111,Yellowstone County,Montana,142348,MT,30111,1719558,Yellowstone County,6819683757,40851911,2633.095,15.773,45.936987,-108.276656
2008,0500000US31055,31055,Douglas County,Nebraska,502032,NE,31055,835849,Douglas County,850772343,28132018,328.485,10.862,41.297090999999995,-96.154066
2008,0500000US31109,31109,Lancaster County,Nebraska,278728,NE,31109,835876,Lancaster County,2169240202,22877180,837.548,8.833,40.783547,-96.68865799999999
2008,0500000US31153,31153,Sarpy County,Nebraska,150467,NE,31153,835898,Sarpy County,619058303,22023421,239.02,8.503,41.115064000000004,-96.109125
