,County,Latitude,Longitude,Plant Code,Zipcode
10645,Franklin,35.948056,-78.250833,58493.0,27508
10646,Robeson,34.476111,-79.097500,58494.0,28340
10647,Robeson,34.714167,-79.353889,58495.0,28364
10648,Kern,34.900000,-118.246944,58498.0,93560
10649,Kern,34.900278,-118.238333,58499.0,93560
10650,Kern,35.046667,-118.167222,58500.0,95301
10651,Maricopa,33.026389,-112.665833,58501.0,85337
10652,Kern,35.024722,-118.164167,58502.0,95301
10653,Middlesex,40.523611,-74.430000,58504.0,08854
10654,Middlesex,40.527500,-74.438333,58505.0,08854
10655,Riverside,33.568333,-114.918056,58506.0,92225
10656,Bronx,40.881389,-73.880278,58507.0,10467
10657,Delta Junction,64.013889,-145.596667,58511.0,99737
10658,Cumberland,39.439722,-75.043889,58512.0,08360
10659,Monmouth,40.352222,-74.187778,58536.0,07733
10660,Bexar,29.271667,-98.444722,58537.0,78204
10661,Riverside County,33.565000,-114.918056,58513.0,92225
10662,Pinal,32.936944,-111.738611,58516.0,85122
10663,Pinal,32.891389,-111.713056,58517.0,85122
10664,Hamilton,35.037500,-85.196944,58515.0,37421
10665,Cabarrus,35.326111,-80.542222,58518.0,28025
10666,Burlington,40.000556,-74.735000,58519.0,08060
10667,Flathead,48.286944,-114.243611,58523.0,59912
10668,Wake,35.718056,-78.486944,58524.0,27610
10669,Alameda,37.633333,-122.130833,58525.0,94545
10670,Imperial,32.967222,-115.532500,58527.0,92227
10671,Montgomery,35.333889,-79.965278,58526.0,27306
10672,Riverside,33.890556,-116.543056,58528.0,92262
10673,Scotland,34.704722,-79.525833,58531.0,28352
10674,Scotland,34.704722,-79.525833,58532.0,28352
10675,Scotland,34.756389,-79.447222,58529.0,28352
10676,Scotland,34.756389,-79.447222,58530.0,28352
10677,Middlesex,42.636389,-71.419444,58534.0,01886
10678,Maricopa,33.820556,-112.240000,58539.0,85383
10679,Person,36.288056,-78.986111,58538.0,27583
10680,Grant,32.713889,-108.248056,58540.0,88062
10681,Windsor,43.790000,-72.490000,58541.0,05065
10682,Maricopa,33.356389,-111.798333,58543.0,85223
10683,Clark,36.390556,-114.964444,58544.0,89165
10684,Skagway Hoonah Angoon,59.4545,-135.3131,66.0,99840
10685,Prince of Wales Ketchikan,55.4764,-133.1483,421.0,99921
10686,Prince of Wales Ketchikan,55.2081,-132.8267,423.0,99922
10687,Prince of Wales Ketchikan,55.5156,-132.9672,7414.0,99919
10688,Skagway Hoonah Angoon,59.5357,-135.2123,7751.0,99840
10689,Prince of Wales Ketchikan,55.4889,-133.1339,56146.0,99919
10690,Prince of Wales Ketchikan,55.4886,-133.1408,56147.0,99921
10691,Prince of Wales Ketchikan,55.563333,-132.891111,56265.0,99925
10692,Skagway Hoonah Angoon,59.4072,-135.3408,56542.0,99840
10693,Ketchikan Gateway,55.419444,-131.537778,59027.0,99901
10694,Prince of Wales Ketchikan,55.216389,-132.603611,59037.0,99922
10695,Northwest Arctic,67.5683,-160.5053,6323.0,99749
10696,Northwest Arctic,66.8553,-160.4958,6330.0,99763
10697,Northwest Arctic,66.5569,-160.1431,6341.0,99770
10698,Summit,41.153333,-81.568889,58980.0,44313
10699,Blount,35.4923,-83.9806,54900.0,37878
10700,ST BERNARD,29.9468,-90.0018,54512.0,70032
10701,Matanuska Susitna,61.475211,-149.15009,77.0,99645
10702,Pittsylvania,37.0413,-79.5356,3780.0,24141
10703,Maricopa,32.940833,-112.881389,59020.0,85337
10704,Mayes,36.222058,-95.277064,7757.0,74361
10705,King,47.534465,-121.702596,54860.0,98226
10706,Mercer,40.324722,-74.707778,58947.0,8540
10707,New Haven,41.483611,-72.756389,58948.0,6492
10708,Albany,41.666469,-106.183278,55609.0,82083
10709,DuPage,41.8108,-88.1486,50722.0,60563
10710,New Hanover,34.283056,-77.985278,58697.0,28401
10711,Hillsborough,27.8605,-82.3903,10204.0,33578
10712,DeSoto,32.030556,-93.569167,51.0,71052
10713,Worcester,42.2497,-71.8094,10408.0,1610
10714,New London,41.542778,-72.093611,59415.0,6360
10715,Tuscola,43.610278,-83.485556,58830.0,48767
10716,Valdez Cordova,61.0828,-146.3033,390.0,99686
10717,Valdez Cordova,61.9769,-146.5494,6305.0,99588
10718,Valdez Cordova,61.1303,-146.3647,6306.0,99686
10719,Valdez Cordova,61.0839,-146.2529,7841.0,99686
10720,Valdez Cordova,61.084444,-146.353333,58982.0,99686
10721,Alexandria City,38.8014,-77.1288,50663.0,22304
10722,Chippewa,44.902814,-91.568096,7863.0,54739
10723,Nueces,27.811083,-97.595813,50475.0,78460
10724,Denver,39.6419,-104.9138,54142.0,80237
10725,Oakland,42.7108,-83.4561,1739.0,48744
10726,Gratiot,43.433889,-84.4975,57421.0,48615
10727,Douglas,39.4588,-105.0657,10070.0,80125
10728,Breckinridge,37.766667,-86.543888,55227.0,40143
10729,DuPage,41.74,-88.06,54987.0,60517
10730,LaSalle,41.2897,-89.0725,894.0,61348
10731,Davidson,36.2756,-86.6644,10797.0,37138
10732,Monroe,43.1989,-77.6319,10025.0,14615
10733,El Paso,31.823889,-106.211944,58562.0,79938
10734,Allendale,32.995,-81.281944,58706.0,29810
10735,Dorchester,33.238611,-80.450278,58707.0,29448
10736,Roosevelt,33.926111,-103.511111,58771.0,88116
10737,Briscoe,34.311111,-101.251111,58772.0,79201
10738,Deaf Smith,34.748056,-102.174444,58773.0,88116
10739,Oldham,35.276944,-102.682778,58774.0,79001
10740,Oldham,35.295,-102.721111,58775.0,79001
10741,Plymouth,41.857222,-70.558333,59085.0,2360
10742,Kern,35.593611,-119.58,59086.0,93249
10743,Kings,36.134444,-119.554444,59087.0,93212
10744,Worcester,42.529167,-71.665278,59140.0,1523
10745,Kern,34.812222,-118.352778,59334.0,93560
10746,St Lawrence,44.27,-75.199167,58678.0,13635
10747,St Lawrence,44.214444,-74.991389,58679.0,13666
10748,Norfolk,42.140028,-71.446441,1592.0,2053
10749,White,38.3783,-88.3594,940.0,62837
10750,DeWitt,40.24611,-88.638761,941.0,61842
10751,DeSoto,27.3232,-81.8019,56929.0,34265
10752,Delaware,39.807038,-75.421606,55801.0,19061
10753,Yukon Koyukuk,64.7381,-156.94,7437.0,99741
10754,DuPage,41.952742,-88.143737,55592.0,60103
10755,Cook,42.0797,-88.1386,55594.0,60010
10756,DuPage,41.8794,-88.22,54924.0,60185
10757,Hale,33.865,-101.843333,58835.0,79311
10758,Denali,63.8542,-148.95,6288.0,99743
10759,Denali,63.854167,-148.95,7785.0,99743
10760,Southeast Fairbanks,64.028056,-145.719444,56325.0,99737
10761,Berrien,42.175833,-86.28,58546.0,49098
10762,Piscataquis,45.4542,-69.61,54852.0,4441
10763,Yukon Koyukuk,66.5208,-145.3064,7174.0,99740
10764,Ottawa,42.7925,-86.092222,59093.0,49423
10765,Miami Dade,25.4756,-80.47,665.0,33030
10766,Windsor,43.6411,-72.4061,10137.0,5059
10767,Riverside,33.738839,-117.170369,55853.0,92585
10768,Lake and Peninsula,59.899054,-154.698735,7183.0,99606
10769,Livingston,41.0919,-88.8519,55760.0,61634
10770,Sullivan,39.059167,-87.506111,59255.0,47882
10771,DeSoto,32.1575,-93.5562,54091.0,71052
10772,Aleutians East,55.061683,-162.3103,7493.0,99612
10773,Finney,37.954722,-100.830556,59045.0,67846
10774,Kauai,22.131667,-159.303056,58639.0,96703
10775,Kauai,21.900833,-159.45,58640.0,96756
10776,Ketchikan Gateway,55.328056,-131.530833,58977.0,99901
10777,Windham,41.872043,-71.895799,55149.0,6241
10778,Lubbock,33.6039,-101.8408,3604.0,79401
10779,Anchorage,61.457778,-149.351389,58989.0,99567
10780,Kauai,21.901944,-159.581667,58549.0,96705
10781,Yukon Koyukuk,63.2369,-154.219444,6555.0,99627
10782,Williams,48.145,-103.6375,59194.0,58849
10783,Williams,48.145,-103.6375,59195.0,58849
10784,Mckenzie,47.833333,-103.643611,59196.0,58831
10785,Stearns,45.676389,-94.801944,58929.0,56352
10786,Montgomery,40.220453,-75.301645,52149.0,19486
10787,O'Brien,43.080278,-95.656111,58883.0,51245
10788,Webster,42.334722,-94.170833,58884.0,50557
10789,Madison,41.209167,-94.103611,58885.0,50155
10790,Grundy,42.390833,-92.966667,58886.0,50680
10791,DuPage,41.89,-88.061667,877.0,60148
10792,Prince of Wales Ketchikan,55.091263,-131.544978,6302.0,99926
10793,Prince of Wales Ketchikan,55.1139,-131.5481,7112.0,99926
10794,Prince of Wales Ketchikan,55.116879,-131.545879,7168.0,99926
10795,Morton,46.98,-101.554722,58872.0,58563
10796,Saginaw,43.2208,-83.7925,54890.0,48104
10797,LaPorte,41.7208,-86.9086,997.0,46360
10798,Iron,46.5392,-90.3742,1756.0,54559
10799,Gogebic,46.564601,-90.416147,1757.0,54559
10800,Dakota,44.781,-93.042,1913.0,55077
10801,Rock,43.638611,-96.39,58579.0,56616
10802,Rolette,48.964722,-99.613889,59200.0,58367
10803,Mower,43.805,-92.769722,59201.0,55926
10804,DuPage,41.800909,-88.197156,50326.0,60563
10805,Humboldt,40.741389,-124.210278,6212.0,95503
10806,Solano,38.393333,-121.927778,59256.0,95688
10807,Santa Clara,37.305833,-121.755,59257.0,95135
10808,Chesapeake City,36.8053,-76.2833,10515.0,23324
10809,LaSalle,41.3237,-89.1123,955.0,61354
10810,Wrangell Petersburg,56.81104,-132.957091,91.0,99833
10811,Columbia,46.421111,-118.026944,58571.0,99328
10812,Lewis and Clark,46.765941,-111.887341,2185.0,59602
10813,O'Brien,43.08713,-95.62596,1177.0,51245
10814,Van Wert,40.931515,-84.561824,57449.0,45616
10815,Mohave,35.61,-114.26,57920.0,80411
10816,Kings,35.99,-120.12,57921.0,93204
10817,Grafton,43.7681,-71.8189,58141.0,3266
10818,Weld,40.0922,-104.796,8067.0,80621
10819,Bernalillo,35.001944,-106.637222,58899.0,87107
10820,Caddo,35.1009,-98.3524,2964.0,73005
10821,Mercer,40.168811,-74.656719,57382.0,8611
10822,Gloucester,39.793333,-75.106389,58877.0,8080
10823,Burlington,40.1275,-74.710833,59001.0,8505
10824,Monterey,35.9515,-120.8679,50865.0,93450
10825,Salem City,37.2875,-80.0771,56288.0,24153
10826,Salem City,37.2794,-80.0447,56289.0,24153
10827,Salem City,37.2894,-80.07,56519.0,24153
10828,Maricopa,33.345,-112.864167,58557.0,85322
10829,San Mateo,37.635833,-122.383888,56306.0,94102
10830,Monterey,35.9359,-120.8408,50864.0,93450
10831,Ocean,39.943333,-74.078611,58172.0,8751
10832,Tuolumne,37.966389,-120.317777,54517.0,95370
10833,DeWitt,29.129714,-97.311236,55000.0,77954
10834,Hidalgo,26.451111,-98.1775,59391.0,78541
10835,Pike,38.327222,-87.200556,58577.0,47598
10836,Nobles,43.621667,-95.678889,1929.0,56081
10837,Butte,39.558897,-121.296117,54653.0,30
10838,Trinity,40.0941,-123.508983,54654.0,95495
10839,Lake,42.695833,-120.557778,59382.0,97636
10840,Hillsborough,27.7944,-82.4036,645.0,33544
10841,Fluvanna,37.8667,-78.3813,55439.0,24590
10842,DeSoto,34.9939,-90.0378,55269.0,38671
10843,Autauga,32.6497,-86.74,55440.0,36006
10844,Skagway Hoonah Angoon,57.447778,-134.492778,7462.0,99820
10845,Skagway Hoonah Angoon,58.114167,-135.407778,7463.0,99829
10846,Prince of Wales Ketchikan,55.557778,-132.981389,7466.0,99925
10847,Walthall,31.24793,-90.19914,54744.0,39667
10848,Oneida,43.442468,-75.215946,50768.0,13421
10849,Stanislaus,37.860653,-120.879153,50218.0,95361
10850,Stanislaus,37.830378,-120.806972,50219.0,95361
10851,DeKalb,36.0972,-85.8274,6417.0,38569
10852,Santa Cruz,31.5,-111.008056,59044.0,85648
10853,Barbour,39.0072,-79.8866,57447.0,26250
10854,Cumberland,39.424444,-75.02,58235.0,8361
10855,Richmond City,37.4964,-77.4317,50966.0,23060
10856,Covington City,37.799722,-79.9947,50900.0,24426
10857,Craven,35.212,-77.1144,50188.0,28586
10858,Dickinson,45.807956,-88.125121,1778.0,49801
10859,Wrangell Petersburg,56.4522,-132.3683,95.0,99929
10860,Petersburg City,37.2253,-77.4092,54045.0,23803
10861,Richmond City,37.4706,-77.4264,54047.0,23234
10862,Suffolk City,36.7589,-76.4961,54781.0,23434
10863,St Louis City,38.627566,-90.193377,54858.0,63101
10864,Hays,29.8894,-97.9339,50263.0,78666
10865,Allegheny,40.545278,-79.768611,55710.0,15144
10866,Cochise,31.555278,-110.35,58972.0,85613
10867,Washtenaw,42.1742,-83.62,55595.0,48165
10868,St Mary,29.691111,-91.192778,58478.0,70380
10869,El Paso,31.7697,-106.5014,50241.0,79902
10870,Skagway Hoonah Angoon,57.957197,-136.220095,6702.0,99832
10871,Gloucester,39.835833,-75.2225,58569.0,8086
10872,Oldham,35.291944,-102.303056,56432.0,79092
10873,Harper,36.640278,-99.500556,56621.0,73801
10874,Somerset,40.0853,-78.8633,56699.0,15530
10875,Knox,42.698333,-97.58,57278.0,68718
10876,Lander,39.5911,-116.9119,57446.0,89310
10877,LaMoure,46.327169,-98.898356,56099.0,58433
10878,Grafton,43.59,-71.73295,50324.0,3222
10879,Polk,30.632222,-95.01,58645.0,77351
10880,Tyler,30.748333,-94.4375,58944.0,75979
10881,LaPorte,41.6514,-86.9036,54956.0,46360
10882,Valdez Cordova,60.555,-145.7531,789.0,99574
10883,Valdez Cordova,60.612822,-145.679411,7042.0,99574
10884,Valdez Cordova,60.588686,-145.604539,7862.0,99574
10885,Cecil,39.719444,-76.161667,59220.0,21911
10886,Nome,63.5325,-160.9006,6299.0,99684
10887,Calaveras,38.144636,-120.380497,54555.0,92547
10888,LaSalle,41.2269,-88.6836,56941.0,60470
10889,Lanier,31.026944,-83.055,58572.0,31635
10890,Gratiot,43.408056,-84.462222,58677.0,48615
10891,Roberts,35.653889,-100.538611,58765.0,79059
10892,Crosby,33.825,-101.099722,58766.0,79322
10893,Steuben,42.163889,-77.528889,58768.0,14855
10894,Logan,40.964167,-103.077222,58769.0,80747
10895,Pima,32.240833,-110.948333,59233.0,85821
10896,Cottonwood,43.853333,-94.931944,58657.0,56101
10897,Stutsman,47.179722,-98.594722,58658.0,58426
10898,Huron,43.848333,-83.306944,58690.0,48755
10899,Jackson,43.591111,-95.408333,58691.0,56167
10900,Franklin,44.910556,-72.979444,58824.0,5485
10901,Murray,34.438056,-97.293889,58938.0,73444
10902,Texas,36.541389,-101.565556,58998.0,73939
10903,Washita,35.194722,-98.907222,58999.0,73661
10904,Osage,36.741111,-96.565,59000.0,74056
10905,Alameda,37.789167,-121.601944,57483.0,94514
10906,Windham,42.77165,-72.5146,2352.0,5354
10907,DeKalb,33.7919,-84.2831,54830.0,30033
10908,DeKalb,33.7036,-84.1494,56231.0,30058
10909,Kern,35.416111,-119.6825,59249.0,93251
10910,Kern,35.4225,-119.629167,59250.0,93251
10911,Quay,34.982778,-103.378333,59251.0,88434
10912,Guadalupe,34.810278,-104.984722,59252.0,88435
10913,Kern,35.63,-119.573889,59253.0,93280
10914,Allegany,42.2853,-78.0061,56987.0,14709
10915,Kern,35.1133,-119.4706,52085.0,93224
10916,Kern,35.4406,-118.9617,52107.0,93308
10917,Marin,38.160833,-122.565,59299.0,94948
10918,DuPage,41.73379,-88.084908,55014.0,60540
10919,Gooding,42.858056,-114.949444,56308.0,83332
10920,DuPage,41.8151,-88.2265,55279.0,60504
10921,Garfield,36.476944,-97.722222,58994.0,73701
10922,Androscoggin,44.470511,-70.187333,50082.0,4239
10923,Richmond City,37.4556,-77.4308,54081.0,23234
10924,Riverside,33.9369,-116.6183,50533.0,92282
10925,Dickey,45.959325,-98.946325,56669.0,58413
10926,Kern,35.0663,-118.339444,54750.0,93501
10927,Kankakee,0,0,58898.0,60901
10928,Virginia Beach City,36.7858,-76.2019,56693.0,23464
10929,DeWitt,40.1719,-88.8339,204.0,61727
10930,Valencia,34.611549,-106.732234,55802.0,87002
10931,Franklin,45.3853,-70.5258,56829.0,4101
10932,Kittitas,47.1356,-120.6872,56858.0,98922
10933,Ford,40.4581,-88.4564,7556.0,61791
10934,Glasscock,31.9361,-101.2983,56921.0,79720
10935,Carson,35.238333,-101.310833,58596.0,79068
10936,Nueces,27.592778,-97.648056,58614.0,78380
10937,Dewitt,40.011111,-89.047222,59061.0,62573
10938,Dewey,36.0875,-99.134167,59062.0,73859
10939,Kenedy,26.941667,-97.6425,59063.0,78338
10940,Kenedy,26.918889,-97.602778,59064.0,78338
10941,Grady,34.827778,-97.957222,59065.0,73082
10942,Willacy,26.522222,-97.691111,59066.0,78590
10943,Carson,35.313056,-101.274444,59067.0,79068
10944,Carson,35.335556,-101.151389,59068.0,79068
10945,Grant,40.484444,-85.856111,59069.0,46036
10946,Charlotte,26.790833,-81.965278,59240.0,33955
10947,DeKalb,33.6553,-84.2594,57013.0,30294
10948,Beaver,38.560278,-112.581111,58570.0,84713
10949,Berkshire,42.336215,-73.235486,1643.0,1238
10950,Hampden,42.149497,-72.610949,6378.0,1020
10951,Steele,47.292437,-97.931692,57121.0,58056
10952,DeSoto,27.2272,-81.8092,55422.0,34266
10953,Carson,35.442778,-101.372778,58720.0,79068
10954,DeKalb,39.981389,-94.518056,57189.0,64463
10955,Northampton,40.6175,-75.3147,55690.0,18015
10956,Bernalillo,35.168957,-106.60005,57567.0,87113
10957,Imperial,33.08,-115.47,58592.0,92233
10958,Clark,35.63,-115.32,58644.0,89019
10959,Clark,35.6,-115.4,58646.0,92364
10960,Pecos,30.96,-103.35,58710.0,79735
10961,Kern,35.62,-119.85,58711.0,93249
10962,Fresno,36.73,-120.41,58713.0,93640
10963,Luna,32.57,-107.48,59010.0,88030
10964,Dewey,35.978889,-98.710278,59284.0,73658
10965,Grant,45.8033,-95.8844,57274.0,56186
10966,DeKalb,41.7678,-88.8867,57325.0,60550
10967,Alamosa,37.685467,-105.8909,57377.0,81146
10968,Barnes,47.1242,-97.8956,57387.0,58056
10969,Delaware,42.583889,-91.370833,57417.0,52050
10970,Hertford,36.506111,-77.064167,57435.0,27855
10971,Washoe,40.3714,-119.4092,50760.0,89421
10972,Kent,41.649444,-71.71,58214.0,2817
10973,Worcester,42.166389,-71.645556,58385.0,1560
10974,Essex,42.833056,-70.991944,58561.0,1860
10975,Hunterdon,40.4825,-75.018056,58564.0,8825
10976,Tulare,35.874722,-119.046111,58973.0,93201
10977,Kings,36.141944,-119.581667,59413.0,93201
10978,Tulare,35.815,-119.459722,59414.0,93219
10979,Laramie,41.123611,-104.72,57703.0,82007
10980,Montgomery,30.3225,-95.2681,55556.0,77327
10981,Randolph,40.1908,-84.8172,57637.0,47390
10982,Randolph,40.2097,-84.8219,57638.0,47390
10983,Honolulu,21.610278,-158.040833,57529.0,96712
10984,Providence,41.803333,-71.523333,59254.0,2919
10985,Dona Ana,32.63,-107.259722,57591.0,87937
10986,Will,41.4425,-87.7514,55640.0,60484
10987,Hidalgo,26.465556,-98.411111,57617.0,78541
10988,Union,45.208333,-117.865,57615.0,97883
10989,Maricopa,32.975,-112.694444,59338.0,85337
10990,Harford,39.4836,-76.2292,57646.0,21017
10991,Morris,40.818888,-74.718611,57647.0,7828
10992,Burlington,39.928333,-74.814444,58030.0,8055
10993,Middlesex,40.51,-74.328333,58123.0,8832
10994,Wheatland,46.449444,-110.087222,59003.0,59085
10995,Carroll,41.941389,-94.886111,59071.0,51463
10996,Burlington,40.062778,-74.580556,59185.0,8562
10997,Burlington,40.006667,-74.730278,59186.0,8022
10998,Burlington,39.922222,-74.806667,59277.0,8055
10999,Burlington,39.926667,-74.813611,59278.0,8055
11000,Burlington,40.063056,-74.580556,59318.0,8562
11001,Monmouth,40.225833,-74.220278,59319.0,7731
11002,Hampden,42.145278,-72.538333,58568.0,1104
11003,Morris,40.825556,-74.714722,57733.0,7828
11004,Prince Georges,38.907778,-76.864444,57747.0,20785
11005,Worcester,42.075,-71.703056,58403.0,1516
11006,Plymouth,42.111667,-70.709444,58410.0,2050
11007,Franklin,42.585,-72.293889,58411.0,1364
11008,Middlesex,42.428333,-71.435556,58412.0,1754
11009,Worcester,42.0525,-71.991667,58423.0,1550
11010,Sandoval,35.313333,-106.657778,58588.0,87144
11011,Sandoval,35.264444,-106.667778,58589.0,87124
11012,Sacramento,38.587222,-121.457778,59323.0,95816
11013,Sacramento,38.461944,-121.180278,57806.0,95693
11014,District of Columbia,38.885709,-77.028373,57788.0,20407
11015,Los Angeles,33.910833,-118.044444,58912.0,90670
11016,Los Angeles,33.910833,-118.044444,58913.0,90670
11017,Los Angeles,33.850556,-118.304167,59261.0,90501
11018,Alameda,37.643889,-121.884167,59279.0,94566
11019,Santa Clara,37.356389,-121.871944,59280.0,95116
11020,Salt Lake,40.560556,-112.047778,59281.0,84095
11021,Anne Arundel,39.108889,-76.771389,59282.0,20755
11022,Somerset,40.574444,-74.648056,59055.0,8869
11023,Montgomery,40.183889,-75.234167,59056.0,19477
11024,Somerset,40.574444,-74.648056,59057.0,8558
11025,Solano,38.399444,-121.960278,59058.0,95687
11026,Somerset,40.574444,-74.654167,59059.0,8869
11027,Rensselaer,42.721326,-73.680608,50031.0,12180
11028,Lewis,43.883611,-75.428056,10490.0,13620
11029,Lewis,43.884444,-75.430556,54691.0,13620
11030,Merrimack,43.446111,-71.644444,58712.0,3235
11031,Burlington,39.928889,-74.818056,58029.0,1040
11032,Plymouth,42.051111,-70.955833,58586.0,2333
11033,Queen Annes,39.031667,-76.016389,58631.0,21617
11034,Pima,32.1825,-110.863333,58632.0,85707
11035,Monterey,36.721111,-121.787778,58633.0,93933
11036,Los Angeles,34.695833,-118.058889,58634.0,93535
11037,Sacramento,38.643611,-121.416389,58636.0,95826
11038,Sacramento,38.643611,-121.163889,58954.0,95360
11039,Klamath,42.254167,-121.785,58961.0,97601
11040,Los Angeles,34.136111,-118.701944,58963.0,91302
11041,Los Angeles,34.708333,-118.130556,59094.0,93535
11042,Los Angeles,34.708333,-118.130556,59095.0,93535
11043,Los Angeles,34.708333,-118.130556,59096.0,93535
11044,Los Angeles,34.700278,-118.123611,59098.0,93534
11045,Los Angeles,34.700278,-118.123611,59099.0,93534
11046,Wheatland,46.275278,-109.482778,57963.0,59078
11047,Elmore,43.04835,-115.412886,57429.0,83623
11048,Wheatland,46.275278,-109.482778,57965.0,59078
11049,Hennepin,44.978611,-93.240833,59197.0,55455
11050,Bennington,42.753611,-73.226111,58144.0,5261
11051,Orange,44.113056,-72.605833,58145.0,5679
11052,Bristol,41.853333,-71.065,58032.0,2779
11053,Worcester,42.264167,-71.98,58174.0,1562
11054,Plymouth,41.781944,-70.913333,58362.0,2770
11055,Richmond,40.638056,-74.126111,58647.0,10310
11056,Plymouth,41.7875,-70.723333,58749.0,2571
11057,Catawba,35.588135,-81.25198,57994.0,28650
11058,Catawba,35.738889,-81.207778,58701.0,28613
11059,Prince Georges,39.021,-76.926,58015.0,20740
11060,Worcester,42.588583,-71.984194,58025.0,1440
11061,Oxford,44.415587,-70.559814,58026.0,4219
11062,Kern,35.644722,-119.7225,58034.0,93249
11063,Washington,41.114722,-71.521111,58035.0,2807
11064,Camden,39.903056,-75.125833,58036.0,8003
11065,Middlesex,40.320556,-74.501667,58040.0,8512
11066,Middlesex,40.426389,-74.492222,58090.0,8902
11067,Mercer,40.294444,-74.728889,58356.0,8648
11068,Middlesex,40.566389,-74.221389,58357.0,7008
11069,Morris,40.924167,-74.494722,58358.0,7866
11070,Cumberland,39.496667,-75.018611,58359.0,8360
11071,Cumberland,39.518889,-75.023889,58360.0,8360
11072,Middlesex,40.387778,-74.455278,58361.0,8831
11073,Sussex,41.200278,-74.491944,58364.0,7462
11074,Middlesex,40.556111,-74.413611,58049.0,7080
11075,Kent,32.969722,-100.524167,58048.0,79528
11076,Chaves,33.029444,-103.855833,58939.0,88232
11077,Chaves,33.013889,-103.865,58940.0,88232
11078,Umatilla,45.88,-118.463333,59076.0,97862
11079,Coos,44.471944,-71.175278,58054.0,3570
11080,Los Angeles,34.121667,-117.938333,58056.0,91706
11081,Suffolk,42.391389,-71.070833,58065.0,2129
11082,Worth,43.384722,-93.221389,58071.0,50448
11083,Mercer,40.290556,-74.681944,58070.0,8648
11084,Plymouth,41.798889,-70.743611,58270.0,2571
11085,Bristol,41.662222,-71.0425,58271.0,2747
11086,Hampshire,42.286944,-72.701389,58272.0,1027
11087,Bristol,41.751667,-70.970556,59121.0,2717
11088,Bristol,41.714444,-70.997222,59128.0,2747
11089,Contra Costa,37.969722,-121.719444,59129.0,95037
11090,Contra Costa,37.921944,-121.755556,59130.0,94513
11091,Bristol,41.581111,-70.998056,59131.0,2748
11092,Kern,34.9325,-117.907222,59132.0,93524
11093,Kern,34.917222,-117.900278,59133.0,93524
11094,Bristol,42.010278,-71.092222,59134.0,2375
11095,Hampden,42.182222,-72.5075,59135.0,1056
11096,Essex,42.744722,-71.175,59136.0,1844
11097,Plymouth,41.96,-70.778611,59137.0,2367
11098,San Diego,32.906111,-117.121389,59138.0,92126
11099,San Diego,33.21,-117.170556,59139.0,92069
11100,Essex,40.707222,-74.125833,58079.0,7105
11101,Litchfield,41.558333,-73.413611,58084.0,6776
11102,Union,40.697222,-74.305,58093.0,7083
11103,Burlington,40.104167,-74.812778,58094.0,8518
11104,Passaic,40.903889,-74.247778,58095.0,7512
11105,Middlesex,40.568333,-74.2425,58096.0,7008
11106,Huron,43.850833,-82.7825,58891.0,48441
11107,Hartford,41.776389,-72.608611,58116.0,6108
11108,Lincoln,39.353333,-103.474167,59083.0,80858
11109,Strafford,43.136667,-70.936389,58180.0,3824
11110,Aroostook,47.36,-68.328611,58146.0,4756
11111,Berkshire,42.709722,-73.202222,58160.0,1267
11112,Brazos,30.617778,-96.343333,58151.0,77845
11113,Fairfield,41.405278,-73.4475,58152.0,6810
11114,Penobscot,44.808333,-68.750833,58153.0,4402
11115,Tolland,41.809167,-72.254167,58159.0,6269
11116,Middlesex,41.556389,-72.653889,58158.0,6459
11117,Mercer,40.269444,-74.773333,58165.0,8628
11118,Hampshire,42.3125,-72.639444,58166.0,1063
11119,Middlesex,41.553889,-72.6275,58176.0,6457
11120,Hampshire,42.371667,-72.512222,58185.0,1002
11121,Tooele,40.913333,-112.733889,58191.0,84029
11122,New London,41.452778,-72.136111,58184.0,6353
11123,Blue Earth,44.093333,-94.276667,58197.0,56055
11124,Middlesex,40.516111,-74.34,58187.0,8817
11125,Middlesex,40.465278,-74.393889,58208.0,8850
11126,Franklin,42.610833,-72.474167,58210.0,1360
11127,Hartford,41.691389,-72.768611,58224.0,6050
11128,Chittenden,44.661667,-73.07,58238.0,5468
11129,Hartford,41.691944,-72.761111,58237.0,6053
11130,Worcester,42.222778,-71.878611,58282.0,1254
11131,Hampden,42.200833,-72.322222,59361.0,1069
11132,Hampden,42.200833,-72.322222,59362.0,1069
11133,Hampden,42.200833,-72.322222,59363.0,1069
11134,Somerset,40.605,-74.439444,59364.0,7060
11135,Mercer,40.205833,-74.579722,59365.0,8691
11136,Sussex,41.189167,-74.591667,59366.0,7461
11137,Middlesex,40.33,-74.4625,59367.0,8831
11138,Worcester,42.263333,-71.609167,59368.0,1581
11139,Ocean,40.0575,-74.185556,59369.0,8701
11140,Mercer,40.196389,-74.583611,59370.0,8691
11141,Mercer,40.200278,-74.576111,59371.0,8691
11142,Kings,36.362222,-119.580556,58288.0,93230
11143,Calcasieu,30.148889,-93.335556,58310.0,70665
11144,Hartford,41.924722,-72.671111,58327.0,6096
11145,MIddlesex,41.552778,-72.625,58365.0,6457
11146,Worcester,42.441944,-71.722222,58387.0,1564
11147,Dickenson,37.233333,-82.348611,58827.0,24256
11148,Henry,41.355556,-84.1025,58921.0,43545
11149,Somerset,40.406389,-74.6675,58402.0,8558
11150,San Bernardino,34.497778,-117.471111,58419.0,92392
