Year,Utility,Net Generation MWh,Plant State,Primary Mover
2005,GWF Energy LLC,0.0,,PS
2005,GWF Energy LLC,0.0,,WT
2005,GWF Energy LLC,0.0,,OT
2005,GWF Energy LLC,0.0,,BT
2005,GWF Energy LLC,0.0,,FC
2005,GWF Energy LLC,0.0,,CP
2005,Illinois Electricial Gen Partn,0.0,,HY
2005,Illinois Electricial Gen Partn,0.0,,CA
2005,Illinois Electricial Gen Partn,0.0,,CT
2005,Illinois Electricial Gen Partn,0.0,,ST
2005,Illinois Electricial Gen Partn,0.0,,GT
2005,Illinois Electricial Gen Partn,1.0,,IC
2005,Illinois Electricial Gen Partn,0.0,,CS
2005,Illinois Electricial Gen Partn,0.0,,PV
2005,Illinois Electricial Gen Partn,0.0,,PS
2005,Illinois Electricial Gen Partn,0.0,,WT
2005,Illinois Electricial Gen Partn,0.0,,OT
2005,Illinois Electricial Gen Partn,0.0,,BT
2005,Illinois Electricial Gen Partn,0.0,,FC
2005,Illinois Electricial Gen Partn,0.0,,CP
2005,Wellhead Services Inc,0.0,,HY
2005,Wellhead Services Inc,0.0,,CA
2005,Wellhead Services Inc,0.0,,CT
2005,Wellhead Services Inc,0.0,,ST
2005,Wellhead Services Inc,1.0,,GT
2005,Wellhead Services Inc,0.0,,IC
2005,Wellhead Services Inc,0.0,,CS
2005,Wellhead Services Inc,0.0,,PV
2005,Wellhead Services Inc,0.0,,PS
2005,Wellhead Services Inc,0.0,,WT
2005,Wellhead Services Inc,0.0,,OT
2005,Wellhead Services Inc,0.0,,BT
2005,Wellhead Services Inc,0.0,,FC
2005,Wellhead Services Inc,0.0,,CP
2005,Bluarc Management Group LLC,0.0,,HY
2005,Bluarc Management Group LLC,0.0,,CA
2005,Bluarc Management Group LLC,0.0,,CT
2005,Bluarc Management Group LLC,0.0,,ST
2005,Bluarc Management Group LLC,0.0,,GT
2005,Bluarc Management Group LLC,0.0,,IC
2005,Bluarc Management Group LLC,0.0,,CS
2005,Bluarc Management Group LLC,0.0,,PV
2005,Bluarc Management Group LLC,0.0,,PS
2005,Bluarc Management Group LLC,1.0,,WT
2005,Bluarc Management Group LLC,0.0,,OT
2005,Bluarc Management Group LLC,0.0,,BT
2005,Bluarc Management Group LLC,0.0,,FC
2005,Bluarc Management Group LLC,0.0,,CP
2005,Cloverland Electric Co-op,0.0,,HY
2005,Cloverland Electric Co-op,0.0,,CA
2005,Cloverland Electric Co-op,0.0,,CT
2005,Cloverland Electric Co-op,0.0,,ST
2005,Cloverland Electric Co-op,0.0,,GT
2005,Cloverland Electric Co-op,1.0,,IC
2005,Cloverland Electric Co-op,0.0,,CS
2005,Cloverland Electric Co-op,0.0,,PV
2005,Cloverland Electric Co-op,0.0,,PS
2005,Cloverland Electric Co-op,0.0,,WT
2005,Cloverland Electric Co-op,0.0,,OT
2005,Cloverland Electric Co-op,0.0,,BT
2005,Cloverland Electric Co-op,0.0,,FC
2005,Cloverland Electric Co-op,0.0,,CP
2005,Northbrook Carolina Hydro LLC,1.0,,HY
2005,Northbrook Carolina Hydro LLC,0.0,,CA
2005,Northbrook Carolina Hydro LLC,0.0,,CT
2005,Northbrook Carolina Hydro LLC,0.0,,ST
2005,Northbrook Carolina Hydro LLC,0.0,,GT
2005,Northbrook Carolina Hydro LLC,0.0,,IC
2005,Northbrook Carolina Hydro LLC,0.0,,CS
2005,Northbrook Carolina Hydro LLC,0.0,,PV
2005,Northbrook Carolina Hydro LLC,0.0,,PS
2005,Northbrook Carolina Hydro LLC,0.0,,WT
2005,Northbrook Carolina Hydro LLC,0.0,,OT
2005,Northbrook Carolina Hydro LLC,0.0,,BT
2005,Northbrook Carolina Hydro LLC,0.0,,FC
2005,Northbrook Carolina Hydro LLC,0.0,,CP
2005,Applied Energy Inc,0.0,,HY
2005,Applied Energy Inc,0.01897401168558879,,CA
2005,Applied Energy Inc,0.9810259883144111,,CT
2005,Applied Energy Inc,0.0,,ST
2005,Applied Energy Inc,0.0,,GT
2005,Applied Energy Inc,0.0,,IC
2005,Applied Energy Inc,0.0,,CS
2005,Applied Energy Inc,0.0,,PV
2005,Applied Energy Inc,0.0,,PS
2005,Applied Energy Inc,0.0,,WT
2005,Applied Energy Inc,0.0,,OT
2005,Applied Energy Inc,0.0,,BT
2005,Applied Energy Inc,0.0,,FC
2005,Applied Energy Inc,0.0,,CP
2005,S D Warren Co.- Westbrook,0.10788695675357889,,HY
2005,S D Warren Co.- Westbrook,0.0,,CA
2005,S D Warren Co.- Westbrook,0.0,,CT
2005,S D Warren Co.- Westbrook,0.8921130432464212,,ST
2005,S D Warren Co.- Westbrook,0.0,,GT
2005,S D Warren Co.- Westbrook,0.0,,IC
2005,S D Warren Co.- Westbrook,0.0,,CS
2005,S D Warren Co.- Westbrook,0.0,,PV
2005,S D Warren Co.- Westbrook,0.0,,PS
2005,S D Warren Co.- Westbrook,0.0,,WT
2005,S D Warren Co.- Westbrook,0.0,,OT
2005,S D Warren Co.- Westbrook,0.0,,BT
2005,S D Warren Co.- Westbrook,0.0,,FC
2005,S D Warren Co.- Westbrook,0.0,,CP
2005,Wausau Paper Specialty Products LLC,0.162422435150495,,HY
2005,Wausau Paper Specialty Products LLC,0.0,,CA
2005,Wausau Paper Specialty Products LLC,0.0,,CT
2005,Wausau Paper Specialty Products LLC,0.837577564849505,,ST
2005,Wausau Paper Specialty Products LLC,0.0,,GT
2005,Wausau Paper Specialty Products LLC,0.0,,IC
2005,Wausau Paper Specialty Products LLC,0.0,,CS
2005,Wausau Paper Specialty Products LLC,0.0,,PV
2005,Wausau Paper Specialty Products LLC,0.0,,PS
2005,Wausau Paper Specialty Products LLC,0.0,,WT
2005,Wausau Paper Specialty Products LLC,0.0,,OT
2005,Wausau Paper Specialty Products LLC,0.0,,BT
2005,Wausau Paper Specialty Products LLC,0.0,,FC
2005,Wausau Paper Specialty Products LLC,0.0,,CP
2005,University of California-LA,0.0,,HY
2005,University of California-LA,0.16446146769071907,,CA
2005,University of California-LA,0.8355385323092809,,CT
2005,University of California-LA,0.0,,ST
2005,University of California-LA,0.0,,GT
2005,University of California-LA,0.0,,IC
2005,University of California-LA,0.0,,CS
2005,University of California-LA,0.0,,PV
2005,University of California-LA,0.0,,PS
2005,University of California-LA,0.0,,WT
2005,University of California-LA,0.0,,OT
2005,University of California-LA,0.0,,BT
2005,University of California-LA,0.0,,FC
2005,University of California-LA,0.0,,CP
2005,North Carolina Mun Power Agny #1,0.0,,HY
2005,North Carolina Mun Power Agny #1,0.0,,CA
2005,North Carolina Mun Power Agny #1,0.0,,CT
2005,North Carolina Mun Power Agny #1,0.0,,ST
2005,North Carolina Mun Power Agny #1,0.0,,GT
2005,North Carolina Mun Power Agny #1,1.0,,IC
2005,North Carolina Mun Power Agny #1,0.0,,CS
2005,North Carolina Mun Power Agny #1,0.0,,PV
2005,North Carolina Mun Power Agny #1,0.0,,PS
2005,North Carolina Mun Power Agny #1,0.0,,WT
2005,North Carolina Mun Power Agny #1,0.0,,OT
2005,North Carolina Mun Power Agny #1,0.0,,BT
2005,North Carolina Mun Power Agny #1,0.0,,FC
2005,North Carolina Mun Power Agny #1,0.0,,CP
2005,San Jose/Santa Clara Water P C,0.0,,HY
2005,San Jose/Santa Clara Water P C,0.0,,CA
2005,San Jose/Santa Clara Water P C,0.0,,CT
2005,San Jose/Santa Clara Water P C,0.0,,ST
2005,San Jose/Santa Clara Water P C,0.0,,GT
2005,San Jose/Santa Clara Water P C,1.0,,IC
2005,San Jose/Santa Clara Water P C,0.0,,CS
2005,San Jose/Santa Clara Water P C,0.0,,PV
2005,San Jose/Santa Clara Water P C,0.0,,PS
2005,San Jose/Santa Clara Water P C,0.0,,WT
2005,San Jose/Santa Clara Water P C,0.0,,OT
2005,San Jose/Santa Clara Water P C,0.0,,BT
2005,San Jose/Santa Clara Water P C,0.0,,FC
2005,San Jose/Santa Clara Water P C,0.0,,CP
2005,City of Stockton MUD,0.0,,HY
2005,City of Stockton MUD,0.0,,CA
2005,City of Stockton MUD,0.0,,CT
2005,City of Stockton MUD,0.0,,ST
2005,City of Stockton MUD,0.0,,GT
2005,City of Stockton MUD,1.0,,IC
2005,City of Stockton MUD,0.0,,CS
2005,City of Stockton MUD,0.0,,PV
2005,City of Stockton MUD,0.0,,PS
2005,City of Stockton MUD,0.0,,WT
2005,City of Stockton MUD,0.0,,OT
2005,City of Stockton MUD,0.0,,BT
2005,City of Stockton MUD,0.0,,FC
2005,City of Stockton MUD,0.0,,CP
2006,Alabama Power Co,0.035297042928238744,,HY
2006,Alabama Power Co,0.0,,CA
2006,Alabama Power Co,0.07404194023800123,,CT
2006,Alabama Power Co,0.8874791522796928,,ST
2006,Alabama Power Co,0.003181864554067242,,GT
2006,Alabama Power Co,0.0,,IC
2006,Alabama Power Co,0.0,,CS
2006,Alabama Power Co,0.0,,PV
2006,Alabama Power Co,0.0,,PS
2006,Alabama Power Co,0.0,,WT
2006,Alabama Power Co,0.0,,OT
2006,Alabama Power Co,0.0,,BT
2006,Alabama Power Co,0.0,,FC
2006,Alabama Power Co,0.0,,CP
2006,El Paso Electric Co,0.0,,HY
2006,El Paso Electric Co,0.0,,CA
2006,El Paso Electric Co,0.3666886005662007,,CT
2006,El Paso Electric Co,0.6259604096756917,,ST
2006,El Paso Electric Co,0.007179162066741723,,GT
2006,El Paso Electric Co,0.0,,IC
2006,El Paso Electric Co,0.0,,CS
2006,El Paso Electric Co,0.0,,PV
2006,El Paso Electric Co,0.0,,PS
2006,El Paso Electric Co,0.00017182769136598643,,WT
2006,El Paso Electric Co,0.0,,OT
2006,El Paso Electric Co,0.0,,BT
2006,El Paso Electric Co,0.0,,FC
2006,El Paso Electric Co,0.0,,CP
2006,Nevada Irrigation District,1.0,,HY
2006,Nevada Irrigation District,0.0,,CA
2006,Nevada Irrigation District,0.0,,CT
2006,Nevada Irrigation District,0.0,,ST
2006,Nevada Irrigation District,0.0,,GT
2006,Nevada Irrigation District,0.0,,IC
2006,Nevada Irrigation District,0.0,,CS
2006,Nevada Irrigation District,0.0,,PV
2006,Nevada Irrigation District,0.0,,PS
2006,Nevada Irrigation District,0.0,,WT
2006,Nevada Irrigation District,0.0,,OT
2006,Nevada Irrigation District,0.0,,BT
2006,Nevada Irrigation District,0.0,,FC
2006,Nevada Irrigation District,0.0,,CP
2006,USCE-Mobile District,1.0,,HY
2006,USCE-Mobile District,0.0,,CA
2006,USCE-Mobile District,0.0,,CT
2006,USCE-Mobile District,0.0,,ST
2006,USCE-Mobile District,0.0,,GT
2006,USCE-Mobile District,0.0,,IC
2006,USCE-Mobile District,0.0,,CS
2006,USCE-Mobile District,0.0,,PV
2006,USCE-Mobile District,0.0,,PS
2006,USCE-Mobile District,0.0,,WT
2006,USCE-Mobile District,0.0,,OT
2006,USCE-Mobile District,0.0,,BT
2006,USCE-Mobile District,0.0,,FC
2006,USCE-Mobile District,0.0,,CP
2006,Tennessee Valley Authority,0.07154284442376325,,HY
2006,Tennessee Valley Authority,0.0,,CA
2006,Tennessee Valley Authority,0.010119017575905326,,CT
2006,Tennessee Valley Authority,0.9133381474415939,,ST
2006,Tennessee Valley Authority,0.004145262856741294,,GT
2006,Tennessee Valley Authority,5.613723655879353e-07,,IC
2006,Tennessee Valley Authority,0.0,,CS
2006,Tennessee Valley Authority,0.0,,PV
2006,Tennessee Valley Authority,0.0008378610141028477,,PS
2006,Tennessee Valley Authority,1.6305315527758663e-05,,WT
2006,Tennessee Valley Authority,0.0,,OT
2006,Tennessee Valley Authority,0.0,,BT
2006,Tennessee Valley Authority,0.0,,FC
2006,Tennessee Valley Authority,0.0,,CP
2006,Cleco Power LLC,0.0,,HY
2006,Cleco Power LLC,0.0,,CA
2006,Cleco Power LLC,0.0,,CT
2006,Cleco Power LLC,1.0,,ST
2006,Cleco Power LLC,0.0,,GT
2006,Cleco Power LLC,0.0,,IC
2006,Cleco Power LLC,0.0,,CS
2006,Cleco Power LLC,0.0,,PV
2006,Cleco Power LLC,0.0,,PS
2006,Cleco Power LLC,0.0,,WT
2006,Cleco Power LLC,0.0,,OT
2006,Cleco Power LLC,0.0,,BT
2006,Cleco Power LLC,0.0,,FC
2006,Cleco Power LLC,0.0,,CP
2006,PowerSouth Energy Cooperative,0.003929603906544901,,HY
2006,PowerSouth Energy Cooperative,0.0,,CA
2006,PowerSouth Energy Cooperative,0.16100547969282328,,CT
2006,PowerSouth Energy Cooperative,0.8303896317772925,,ST
2006,PowerSouth Energy Cooperative,0.004675284623339364,,GT
2006,PowerSouth Energy Cooperative,0.0,,IC
2006,PowerSouth Energy Cooperative,0.0,,CS
2006,PowerSouth Energy Cooperative,0.0,,PV
2006,PowerSouth Energy Cooperative,0.0,,PS
2006,PowerSouth Energy Cooperative,0.0,,WT
2006,PowerSouth Energy Cooperative,0.0,,OT
2006,PowerSouth Energy Cooperative,0.0,,BT
2006,PowerSouth Energy Cooperative,0.0,,FC
2006,PowerSouth Energy Cooperative,0.0,,CP
2006,"East Kentucky Power Coop, Inc",0.0,,HY
2006,"East Kentucky Power Coop, Inc",0.0,,CA
2006,"East Kentucky Power Coop, Inc",0.0,,CT
2006,"East Kentucky Power Coop, Inc",0.9736690728516104,,ST
2006,"East Kentucky Power Coop, Inc",0.018291618834839412,,GT
2006,"East Kentucky Power Coop, Inc",0.008039308313550101,,IC
2006,"East Kentucky Power Coop, Inc",0.0,,CS
2006,"East Kentucky Power Coop, Inc",0.0,,PV
2006,"East Kentucky Power Coop, Inc",0.0,,PS
2006,"East Kentucky Power Coop, Inc",0.0,,WT
2006,"East Kentucky Power Coop, Inc",0.0,,OT
2006,"East Kentucky Power Coop, Inc",0.0,,BT
2006,"East Kentucky Power Coop, Inc",0.0,,FC
2006,"East Kentucky Power Coop, Inc",0.0,,CP
2006,Alaska Electric Light&Power Co,1.0,,HY
2006,Alaska Electric Light&Power Co,0.0,,CA
2006,Alaska Electric Light&Power Co,0.0,,CT
2006,Alaska Electric Light&Power Co,0.0,,ST
2006,Alaska Electric Light&Power Co,0.0,,GT
2006,Alaska Electric Light&Power Co,0.0,,IC
2006,Alaska Electric Light&Power Co,0.0,,CS
2006,Alaska Electric Light&Power Co,0.0,,PV
2006,Alaska Electric Light&Power Co,0.0,,PS
2006,Alaska Electric Light&Power Co,0.0,,WT
2006,Alaska Electric Light&Power Co,0.0,,OT
2006,Alaska Electric Light&Power Co,0.0,,BT
2006,Alaska Electric Light&Power Co,0.0,,FC
2006,Alaska Electric Light&Power Co,0.0,,CP
2006,Alaska Power Co,0.7602624890452756,,HY
2006,Alaska Power Co,0.0,,CA
2006,Alaska Power Co,0.0,,CT
2006,Alaska Power Co,0.0,,ST
2006,Alaska Power Co,0.0,,GT
2006,Alaska Power Co,0.23973751095472437,,IC
2006,Alaska Power Co,0.0,,CS
2006,Alaska Power Co,0.0,,PV
2006,Alaska Power Co,0.0,,PS
2006,Alaska Power Co,0.0,,WT
2006,Alaska Power Co,0.0,,OT
2006,Alaska Power Co,0.0,,BT
2006,Alaska Power Co,0.0,,FC
2006,Alaska Power Co,0.0,,CP
2006,Ketchikan Public Utilities,0.9890058876293744,,HY
2006,Ketchikan Public Utilities,0.0,,CA
2006,Ketchikan Public Utilities,0.0,,CT
2006,Ketchikan Public Utilities,0.0,,ST
2006,Ketchikan Public Utilities,0.0,,GT
2006,Ketchikan Public Utilities,0.010994112370625597,,IC
2006,Ketchikan Public Utilities,0.0,,CS
2006,Ketchikan Public Utilities,0.0,,PV
2006,Ketchikan Public Utilities,0.0,,PS
2006,Ketchikan Public Utilities,0.0,,WT
2006,Ketchikan Public Utilities,0.0,,OT
2006,Ketchikan Public Utilities,0.0,,BT
2006,Ketchikan Public Utilities,0.0,,FC
2006,Ketchikan Public Utilities,0.0,,CP
2006,Kodiak Electric Assn Inc,0.1903972492175863,,HY
2006,Kodiak Electric Assn Inc,0.0,,CA
2006,Kodiak Electric Assn Inc,0.0,,CT
2006,Kodiak Electric Assn Inc,0.0,,ST
2006,Kodiak Electric Assn Inc,0.0,,GT
2006,Kodiak Electric Assn Inc,0.8096027507824137,,IC
2006,Kodiak Electric Assn Inc,0.0,,CS
2006,Kodiak Electric Assn Inc,0.0,,PV
2006,Kodiak Electric Assn Inc,0.0,,PS
2006,Kodiak Electric Assn Inc,0.0,,WT
2006,Kodiak Electric Assn Inc,0.0,,OT
2006,Kodiak Electric Assn Inc,0.0,,BT
2006,Kodiak Electric Assn Inc,0.0,,FC
2006,Kodiak Electric Assn Inc,0.0,,CP
2006,Metropolitan Water District of S CA,1.0,,HY
2006,Metropolitan Water District of S CA,0.0,,CA
2006,Metropolitan Water District of S CA,0.0,,CT
2006,Metropolitan Water District of S CA,0.0,,ST
2006,Metropolitan Water District of S CA,0.0,,GT
2006,Metropolitan Water District of S CA,0.0,,IC
2006,Metropolitan Water District of S CA,0.0,,CS
2006,Metropolitan Water District of S CA,0.0,,PV
2006,Metropolitan Water District of S CA,0.0,,PS
2006,Metropolitan Water District of S CA,0.0,,WT
2006,Metropolitan Water District of S CA,0.0,,OT
2006,Metropolitan Water District of S CA,0.0,,BT
2006,Metropolitan Water District of S CA,0.0,,FC
2006,Metropolitan Water District of S CA,0.0,,CP
2006,Anchorage Municipal Light and Power,0.05842949575730861,,HY
2006,Anchorage Municipal Light and Power,0.0,,CA
2006,Anchorage Municipal Light and Power,0.6014388942239575,,CT
2006,Anchorage Municipal Light and Power,0.0,,ST
2006,Anchorage Municipal Light and Power,0.340131610018734,,GT
2006,Anchorage Municipal Light and Power,0.0,,IC
2006,Anchorage Municipal Light and Power,0.0,,CS
2006,Anchorage Municipal Light and Power,0.0,,PV
2006,Anchorage Municipal Light and Power,0.0,,PS
2006,Anchorage Municipal Light and Power,0.0,,WT
2006,Anchorage Municipal Light and Power,0.0,,OT
2006,Anchorage Municipal Light and Power,0.0,,BT
2006,Anchorage Municipal Light and Power,0.0,,FC
2006,Anchorage Municipal Light and Power,0.0,,CP
2006,"Tri-State G & T Assn, Inc",0.0,,HY
2006,"Tri-State G & T Assn, Inc",0.0,,CA
2006,"Tri-State G & T Assn, Inc",0.0024169539900355036,,CT
2006,"Tri-State G & T Assn, Inc",0.9902019416201472,,ST
2006,"Tri-State G & T Assn, Inc",0.007381104389817212,,GT
2006,"Tri-State G & T Assn, Inc",0.0,,IC
2006,"Tri-State G & T Assn, Inc",0.0,,CS
2006,"Tri-State G & T Assn, Inc",0.0,,PV
2006,"Tri-State G & T Assn, Inc",0.0,,PS
2006,"Tri-State G & T Assn, Inc",0.0,,WT
2006,"Tri-State G & T Assn, Inc",0.0,,OT
2006,"Tri-State G & T Assn, Inc",0.0,,BT
2006,"Tri-State G & T Assn, Inc",0.0,,FC
2006,"Tri-State G & T Assn, Inc",0.0,,CP
2006,New York Power Authority,0.7541367806465861,,HY
2006,New York Power Authority,0.025669739039060526,,CA
2006,New York Power Authority,0.1302259289904523,,CT
2006,New York Power Authority,0.06887884859945939,,ST
2006,New York Power Authority,0.021088702724441948,,GT
2006,New York Power Authority,0.0,,IC
2006,New York Power Authority,0.0,,CS
2006,New York Power Authority,0.0,,PV
2006,New York Power Authority,0.0,,PS
2006,New York Power Authority,0.0,,WT
2006,New York Power Authority,0.0,,OT
2006,New York Power Authority,0.0,,BT
2006,New York Power Authority,0.0,,FC
2006,New York Power Authority,0.0,,CP
2006,Chugach Electric Assn Inc,0.014775592096857647,,HY
2006,Chugach Electric Assn Inc,0.0,,CA
2006,Chugach Electric Assn Inc,0.5714042281778726,,CT
2006,Chugach Electric Assn Inc,0.0,,ST
2006,Chugach Electric Assn Inc,0.4138201797252698,,GT
2006,Chugach Electric Assn Inc,0.0,,IC
2006,Chugach Electric Assn Inc,0.0,,CS
2006,Chugach Electric Assn Inc,0.0,,PV
2006,Chugach Electric Assn Inc,0.0,,PS
2006,Chugach Electric Assn Inc,0.0,,WT
2006,Chugach Electric Assn Inc,0.0,,OT
2006,Chugach Electric Assn Inc,0.0,,BT
2006,Chugach Electric Assn Inc,0.0,,FC
2006,Chugach Electric Assn Inc,0.0,,CP
2006,Puget Sound Energy Inc,0.34500479419738306,,HY
2006,Puget Sound Energy Inc,0.0,,CA
2006,Puget Sound Energy Inc,0.49436622080620646,,CT
2006,Puget Sound Energy Inc,0.0,,ST
2006,Puget Sound Energy Inc,0.025128990224680983,,GT
2006,Puget Sound Energy Inc,0.0,,IC
2006,Puget Sound Energy Inc,0.0,,CS
2006,Puget Sound Energy Inc,0.0,,PV
2006,Puget Sound Energy Inc,0.0,,PS
2006,Puget Sound Energy Inc,0.1354999947717295,,WT
2006,Puget Sound Energy Inc,0.0,,OT
2006,Puget Sound Energy Inc,0.0,,BT
2006,Puget Sound Energy Inc,0.0,,FC
2006,Puget Sound Energy Inc,0.0,,CP
2006,Sunflower Electric Power Corp,0.0,,HY
2006,Sunflower Electric Power Corp,0.0,,CA
2006,Sunflower Electric Power Corp,0.0,,CT
2006,Sunflower Electric Power Corp,0.9878109457623371,,ST
2006,Sunflower Electric Power Corp,0.01218905423766299,,GT
2006,Sunflower Electric Power Corp,0.0,,IC
2006,Sunflower Electric Power Corp,0.0,,CS
2006,Sunflower Electric Power Corp,0.0,,PV
2006,Sunflower Electric Power Corp,0.0,,PS
2006,Sunflower Electric Power Corp,0.0,,WT
2006,Sunflower Electric Power Corp,0.0,,OT
2006,Sunflower Electric Power Corp,0.0,,BT
2006,Sunflower Electric Power Corp,0.0,,FC
2006,Sunflower Electric Power Corp,0.0,,CP
2006,Arizona Public Service Co,0.0,,HY
2006,Arizona Public Service Co,0.0,,CA
2006,Arizona Public Service Co,0.08093021525668183,,CT
2006,Arizona Public Service Co,0.9102529159968393,,ST
2006,Arizona Public Service Co,0.002924684292698832,,GT
2006,Arizona Public Service Co,0.0,,IC
2006,Arizona Public Service Co,0.005651819961410732,,CS
2006,Arizona Public Service Co,0.00024036449236930575,,PV
2006,Arizona Public Service Co,0.0,,PS
2006,Arizona Public Service Co,0.0,,WT
2006,Arizona Public Service Co,0.0,,OT
2006,Arizona Public Service Co,0.0,,BT
2006,Arizona Public Service Co,0.0,,FC
2006,Arizona Public Service Co,0.0,,CP
2006,Tucson Electric Power Co,0.0,,HY
2006,Tucson Electric Power Co,0.0,,CA
2006,Tucson Electric Power Co,0.0,,CT
2006,Tucson Electric Power Co,0.9965658527587941,,ST
2006,Tucson Electric Power Co,0.0034341472412059834,,GT
2006,Tucson Electric Power Co,0.0,,IC
2006,Tucson Electric Power Co,0.0,,CS
2006,Tucson Electric Power Co,0.0,,PV
2006,Tucson Electric Power Co,0.0,,PS
2006,Tucson Electric Power Co,0.0,,WT
2006,Tucson Electric Power Co,0.0,,OT
2006,Tucson Electric Power Co,0.0,,BT
2006,Tucson Electric Power Co,0.0,,FC
2006,Tucson Electric Power Co,0.0,,CP
2006,Public Service Co of Oklahoma,0.0,,HY
2006,Public Service Co of Oklahoma,0.0,,CA
2006,Public Service Co of Oklahoma,0.054540918002254836,,CT
2006,Public Service Co of Oklahoma,0.9440228409804197,,ST
2006,Public Service Co of Oklahoma,0.0014298363143249865,,GT
2006,Public Service Co of Oklahoma,6.4047030004334e-06,,IC
2006,Public Service Co of Oklahoma,0.0,,CS
2006,Public Service Co of Oklahoma,0.0,,PV
2006,Public Service Co of Oklahoma,0.0,,PS
2006,Public Service Co of Oklahoma,0.0,,WT
2006,Public Service Co of Oklahoma,0.0,,OT
2006,Public Service Co of Oklahoma,0.0,,BT
2006,Public Service Co of Oklahoma,0.0,,FC
2006,Public Service Co of Oklahoma,0.0,,CP
2006,South Carolina Pub Serv Auth,0.011115270395989554,,HY
2006,South Carolina Pub Serv Auth,0.0,,CA
2006,South Carolina Pub Serv Auth,0.046802515229045924,,CT
2006,South Carolina Pub Serv Auth,0.9236633238054381,,ST
2006,South Carolina Pub Serv Auth,0.015894097697428836,,GT
2006,South Carolina Pub Serv Auth,0.002524792872097634,,IC
2006,South Carolina Pub Serv Auth,0.0,,CS
2006,South Carolina Pub Serv Auth,0.0,,PV
2006,South Carolina Pub Serv Auth,0.0,,PS
2006,South Carolina Pub Serv Auth,0.0,,WT
2006,South Carolina Pub Serv Auth,0.0,,OT
2006,South Carolina Pub Serv Auth,0.0,,BT
2006,South Carolina Pub Serv Auth,0.0,,FC
2006,South Carolina Pub Serv Auth,0.0,,CP
2006,Seminole Electric Cooperative Inc,0.0,,HY
2006,Seminole Electric Cooperative Inc,0.0,,CA
2006,Seminole Electric Cooperative Inc,0.12814198225322831,,CT
2006,Seminole Electric Cooperative Inc,0.8718580177467716,,ST
2006,Seminole Electric Cooperative Inc,0.0,,GT
2006,Seminole Electric Cooperative Inc,0.0,,IC
2006,Seminole Electric Cooperative Inc,0.0,,CS
2006,Seminole Electric Cooperative Inc,0.0,,PV
2006,Seminole Electric Cooperative Inc,0.0,,PS
2006,Seminole Electric Cooperative Inc,0.0,,WT
2006,Seminole Electric Cooperative Inc,0.0,,OT
2006,Seminole Electric Cooperative Inc,0.0,,BT
2006,Seminole Electric Cooperative Inc,0.0,,FC
2006,Seminole Electric Cooperative Inc,0.0,,CP
2006,Salt River Project,0.0071955336616515665,,HY
2006,Salt River Project,0.0,,CA
2006,Salt River Project,0.10828660758953802,,CT
2006,Salt River Project,0.8677221423562924,,ST
2006,Salt River Project,0.0003460517255222522,,GT
2006,Salt River Project,0.0006199617381201862,,IC
2006,Salt River Project,0.012025785403301176,,CS
2006,Salt River Project,1.0495343383403413e-05,,PV
2006,Salt River Project,0.0037934221821908265,,PS
2006,Salt River Project,0.0,,WT
2006,Salt River Project,0.0,,OT
2006,Salt River Project,0.0,,BT
2006,Salt River Project,0.0,,FC
2006,Salt River Project,0.0,,CP
2006,Modesto Irrigation District,0.0430186984271877,,HY
2006,Modesto Irrigation District,0.0,,CA
2006,Modesto Irrigation District,0.8934336958070414,,CT
2006,Modesto Irrigation District,0.0,,ST
2006,Modesto Irrigation District,0.06354760576577098,,GT
2006,Modesto Irrigation District,0.0,,IC
2006,Modesto Irrigation District,0.0,,CS
2006,Modesto Irrigation District,0.0,,PV
2006,Modesto Irrigation District,0.0,,PS
2006,Modesto Irrigation District,0.0,,WT
2006,Modesto Irrigation District,0.0,,OT
2006,Modesto Irrigation District,0.0,,BT
2006,Modesto Irrigation District,0.0,,FC
2006,Modesto Irrigation District,0.0,,CP
2006,U S Bureau of Reclamation,0.9989164539842236,,HY
2006,U S Bureau of Reclamation,0.0,,CA
2006,U S Bureau of Reclamation,0.0,,CT
2006,U S Bureau of Reclamation,0.0,,ST
2006,U S Bureau of Reclamation,0.0,,GT
2006,U S Bureau of Reclamation,0.0,,IC
2006,U S Bureau of Reclamation,0.0,,CS
2006,U S Bureau of Reclamation,0.0,,PV
2006,U S Bureau of Reclamation,0.0010835460157764415,,PS
2006,U S Bureau of Reclamation,0.0,,WT
2006,U S Bureau of Reclamation,0.0,,OT
2006,U S Bureau of Reclamation,0.0,,BT
2006,U S Bureau of Reclamation,0.0,,FC
2006,U S Bureau of Reclamation,0.0,,CP
2006,Heber Light & Power Company,0.5167192257788612,,HY
2006,Heber Light & Power Company,0.0,,CA
2006,Heber Light & Power Company,0.0,,CT
2006,Heber Light & Power Company,0.0,,ST
2006,Heber Light & Power Company,0.0,,GT
2006,Heber Light & Power Company,0.4832807742211388,,IC
2006,Heber Light & Power Company,0.0,,CS
2006,Heber Light & Power Company,0.0,,PV
2006,Heber Light & Power Company,0.0,,PS
2006,Heber Light & Power Company,0.0,,WT
2006,Heber Light & Power Company,0.0,,OT
2006,Heber Light & Power Company,0.0,,BT
2006,Heber Light & Power Company,0.0,,FC
2006,Heber Light & Power Company,0.0,,CP
2006,Arizona Electric Pwr Coop Inc,0.0,,HY
2006,Arizona Electric Pwr Coop Inc,0.010371080954773817,,CA
