Unnamed: 0,Year,Utility,Plant State,Plant Code,NERC Region,Census Region,Primary Mover,AER Fuel Code,Fuel Consumption MWh,Net Generation MWh,Efficiency,County,Zipcode
6548,2006.0,Sunoco Power Generation LLC,NJ,50561,RFC,MAT ,CA,NG,20351.1764445,43966.22,2.1603773187216446,Gloucester,8093.0
6596,2006.0,ExxonMobil Oil Corp,TX,50625,SERC,WSC ,CA,NG,242863.24926810001,584577.5240699999,2.4070234003361994,Jefferson,77704.0
6798,2006.0,Optim Energy LLC,TX,50815,ERCOT,WSC ,CA,NG,301668.3719379,481122.91,1.5948735590320409,Harris,77530.0
6833,2006.0,Onondaga Cogeneration LP,NY,50855,NPCC,MAT ,CA,NG,110.00675520000001,3552.56336,32.294047338649264,Onondaga,13209.0
7022,2006.0,Doswell Ltd Partnership,VA,52019,SERC,SAT ,CA,NG,243629.38406999997,427803.0,1.7559581395858348,Hanover,23005.0
7175,2006.0,Power Resources Ltd,TX,52176,ERCOT,WSC ,CA,NG,68321.0410944,164521.7,2.4080678128525355,Howard,79720.0
7209,2006.0,Rensselaer Cogeneration LLC,NY,54034,NPCC,MAT ,CA,NG,2347.19763,2646.9990000000007,1.1277273656756377,Rensselaer,12144.0
7216,2006.0,Lockport Energy Associates LP,NY,54041,NPCC,MAT ,CA,NG,44544.3013014,151091.97678,3.3919485178960764,Niagara,14094.0
7275,2006.0,International Paper Co-Riverdl,AL,54096,SERC,ESC ,CA,NG,26519.9570526,38137.354,1.4380624344284538,Dallas,36703.0
7539,2006.0,Teton Operating Services LLC,FL,54423,FRCC,SAT ,CA,NG,15795.0398877,107825.2,6.8265228050463,Lake,32784.0
7543,2006.0,Teton Operating Services LLC,FL,54424,FRCC,SAT ,CA,NG,12460.5392496,97330.73791,7.811117637876261,Pasco,33523.0
7622,2006.0,Tenaska Washington Partners LP,WA,54537,WECC,PACC,CA,NG,74405.22118559999,240750.74443000002,3.2356700322072784,Whatcom,98248.0
7631,2006.0,Sithe/Independence LLC,NY,54547,NPCC,MAT ,CA,NG,88742.0473278,638566.52,7.195760512953117,Oswego,13126.0
7643,2006.0,Graphic Packaging International Inc,CA,54561,WECC,PACC,CA,NG,100.52007929999999,22292.54,221.77200968443725,Santa Clara,95050.0
7655,2006.0,Energy Systems North East LLC,PA,54571,RFC,MAT ,CA,NG,414.4156335,4492.07,10.83952833068012,Erie,16428.0
7659,2006.0,Saranac Power Partners LP,NY,54574,NPCC,MAT ,CA,NG,118361.91713699998,663094.91,5.602265712141937,Clinton,12901.0
7774,2006.0,Falcon Power Operating Company,AZ,54694,WECC,MTN ,CA,NG,25899.3168522,96639.159,3.7313400794118254,Yuma,85364.0
8065,2006.0,Cottage Grove Operating Services LLC,MN,55010,MRO,WNC ,CA,NG,39566.5366584,170340.73,4.305171601716031,Washington,55016.0
8069,2006.0,Whitewater Operating Services LLC,WI,55011,RFC,ENC ,CA,NG,38595.5957484,258780.1025,6.7049127622476945,Jefferson,53190.0
8127,2006.0,Tenaska Frontier Partners Ltd,TX,55062,ERCOT,WSC ,CA,NG,694004.4135,1560667.0,2.2487854106420606,Grimes,77876.0
8134,2006.0,Denver City Energy Assoc LP,TX,55065,SPP,WSC ,CA,NG,47906.68755,757315.0,15.80812698038439,Yoakum,79323.0
8148,2006.0,El Dorado Energy LLC,NV,55077,WECC,MTN ,CA,NG,97974.47327999999,1279797.0,13.062555553041706,Clark,89005.0
8164,2006.0,Dearborn Industrial Gen Inc,MI,55088,MRO,ENC ,CA,NG,383166.4234416,385596.92943,1.0063432123477034,Wayne,48126.0
8167,2006.0,Occidental Chemical Corporation,LA,55089,SERC,WSC ,CA,NG,72919.78709849999,1289385.30487,17.68224176420454,St Charles,70057.0
8199,2006.0,Calpine Corp-Sutter,CA,55112,WECC,PACC,CA,NG,1518.1026,708226.0,466.5205105372984,Sutter,95993.0
8205,2006.0,PPG Industries Inc,LA,55117,SERC,WSC ,CA,NG,35085.4846356,688756.26,19.63080365437345,Calcasieu,70602.0
8225,2006.0,Salt River Project,AZ,55129,WECC,MTN ,CA,NG,129800.70300000001,515730.0,3.9732450447514136,Pinal,85072.0
8227,2006.0,Dynegy Midwest Generation Inc,IL,55131,RFC,ENC ,CA,NG,100165.75767,455156.0,4.544027925187061,Kendall,60447.0
8229,2006.0,Tenaska Gateway Partners Ltd,TX,55132,ERCOT,WSC ,CA,NG,542271.5239799999,1495900.0,2.7585811421939455,Rusk,75681.0
8243,2006.0,Green Country OP Services LLC,OK,55146,SPP,WSC ,CA,NG,255540.92115,1015647.0,3.974498469479278,Tulsa,74037.0
8250,2006.0,Guadalupe Power Partners LP,TX,55153,ERCOT,WSC ,CA,NG,218415.39969000002,1690493.0,7.739806819479488,Guadalupe,78124.0
8265,2006.0,"Bastrop Energy Partners, LP",TX,55168,ERCOT,WSC ,CA,NG,285876.88992,665781.0,2.328908084127796,Bastrop,78602.0
8272,2006.0,Acadia Power Partners,LA,55173,SPP,WSC ,CA,NG,5957.23389,461216.0,77.42116702421433,Acadia,70535.0
8275,2006.0,Eastman Cogeneration LP,TX,55176,SPP,WSC ,CA,NG,230126.1369288,467675.29787,2.032256327384041,Harrison,75602.0
8279,2006.0,Calpine Operating Services Company Inc,AZ,55177,WECC,MTN ,CA,NG,35.46147,870416.0,24545.400966175406,Mohave,86440.0
8281,2006.0,Dogwood Energy LLC,MO,55178,SPP,WNC ,CA,NG,14211.25737,48946.0,3.444170964303632,Cass,64080.0
8283,2006.0,"Rathdrum Operating Services Co., Inc.",ID,55179,WECC,MTN ,CA,NG,64683.18663,371780.0,5.747706929262027,Kootenai,83858.0
8285,2006.0,Sunrise Power Co LLC,CA,55182,WECC,PACC,CA,NG,607569.57147,1411030.0,2.322417162179545,Kern,93224.0
8299,2006.0,Tennessee Valley Authority,MS,55197,SERC,ESC ,CA,NG,152334.56222999998,382454.0,2.5106186961206984,Lowndes,39766.0
8312,2006.0,Corpus Christi Cogeneration LP,TX,55206,ERCOT,WSC ,CA,NG,198179.50233,368665.0,1.8602579765596288,Nueces,78407.0
8321,2006.0,PSEG Fossil LLC,TX,55215,ERCOT,WSC ,CA,NG,434794.25595,1805432.0,4.1523823631368755,Ector,79761.0
8323,2006.0,Morris Cogeneration LLC,IL,55216,RFC,ENC ,CA,NG,144.48351,4958.82043,34.321013034636266,Grundy,60450.0
8327,2006.0,Los Medanos Energy Center LLC,CA,55217,WECC,PACC,CA,NG,100401.7405647,983364.66,9.794298928177533,Contra Costa,94565.0
8340,2006.0,Calpine Central L P,OK,55225,SPP,WSC ,CA,NG,30760.6272,418879.0,13.617375135966018,Wagoner,74011.0
8383,2006.0,Tennessee Valley Authority,MS,55269,SERC,ESC ,CA,NG,162245.31042,624070.0,3.8464594038772963,Desoto,38671.0
8387,2006.0,Tenaska Alabama Partners LP,AL,55271,SERC,ESC ,CA,NG,208076.47623,418529.0,2.0114191069699467,Autauga,36006.0
8395,2006.0,Dynegy - Arlington LLC,AZ,55282,WECC,MTN ,CA,NG,62833.61599860001,599597.74,9.54262667317061,Maricopa,85322.0
8397,2006.0,Colorado Springs City of,CO,55283,WECC,MTN ,CA,NG,137301.53658,792988.0,5.775521671150114,El Paso,80817.0
8407,2006.0,Morgan Energy Center LLC,AL,55293,SERC,ESC ,CA,NG,106408.6703346,765427.97,7.193285731257862,Morgan,35601.0
8411,2006.0,FPL Energy OSI Blythe,CA,55295,WECC,PACC,CA,NG,25820.93235,338013.96,13.090695386915414,Riverside,92225.0
8414,2006.0,New Covert Generating Company  LLC,MI,55297,RFC,ENC ,CA,NG,19844.06277,286350.0,14.43000877990067,Van Buren,49043.0
8416,2006.0,Fairless Energy LLC,PA,55298,RFC,MAT ,CA,NG,290013.57297,1050330.0,3.621658080494908,Bucks,19030.0
8439,2006.0,Ingleside Cogeneration LP,TX,55313,ERCOT,WSC ,CA,NG,27620.440764,632877.23789,22.913364898755752,San Patricio,78359.0
8447,2006.0,Boston Generating LLC,MA,55317,NPCC,NEW ,CA,NG,35542.357319999996,847018.0,23.831227410551506,Norfolk,2191.0
8460,2006.0,Hermiston Power Partnership,OR,55328,WECC,PACC,CA,NG,123201.64580999999,1078839.0,8.756693085608383,Umatilla,97838.0
8465,2006.0,Delta Energy Center LLC,CA,55333,WECC,PACC,CA,NG,90674.97879,1732057.0,19.101818639642392,Contra Costa,94565.0
8485,2006.0,Brazos Valley Energy,TX,55357,ERCOT,WSC ,CA,NG,681778.1192399999,811064.0,1.1896304341713388,Fort Bend,77481.0
8487,2006.0,Cottonwood Energy Co LP,TX,55358,SERC,WSC ,CA,NG,557772.28935,966586.0,1.7329401593729423,Newton,77614.0
8512,2006.0,Columbia Energy LLC,SC,55386,SERC,SAT ,CA,NG,114768.4598469,126876.0,1.105495361436856,Calhoun,29053.0
8520,2006.0,Calpine Corp,CA,55393,WECC,PACC,CA,NG,2506.04157,850803.0,339.5007529743412,Santa Clara,95013.0
8527,2006.0,Elk Hills Power LLC,CA,55400,WECC,PACC,CA,NG,264197.91588000004,1290280.0,4.883762976336466,Kern,93276.0
8540,2006.0,Calpine Operating Services Company  Inc,FL,55412,FRCC,SAT ,CA,NG,131816.73153,712888.0,5.408175363821359,Polk,33823.0
8561,2006.0,Tenaska Virginia Partners LP,VA,55439,SERC,SAT ,CA,NG,164027.76215999998,480784.0,2.9311135729025053,Fluvanna,22963.0
8564,2006.0,Tenaska Alabama B LP,AL,55440,SERC,ESC ,CA,NG,104492.35007999999,251204.0,2.404042016546442,Autagua,36006.0
8568,2006.0,Magnolia Energy LP,MS,55451,SERC,ESC ,CA,NG,263855.02398,493715.0,1.8711601263177888,Benton,38605.0
8571,2006.0,Arizona Public Service Co,AZ,55455,WECC,MTN ,CA,NG,39015.23682,1856732.0,47.58992002448135,Maricopa,85322.0
8575,2006.0,Oklahoma Gas & Electric Co,OK,55463,SPP,WSC ,CA,NG,589492.7208,1371470.0,2.326525759535723,Oklahoma,73054.0
8579,2006.0,Entergy Louisiana Inc,LA,55467,SERC,WSC ,CA,NG,103092.06162000001,480581.0,4.661668342334972,Ouachita,71280.0
8591,2006.0,Mesquite Power LLC,AZ,55481,WECC,MTN ,CA,NG,767470.3218899999,2699898.0,3.5179184432189303,Maricopa,85322.0
8593,2006.0,Puget Sound Energy Inc,WA,55482,WECC,PACC,CA,NG,5633.09847,347043.0,61.607834808540105,Klickitat,98620.0
8599,2006.0,Kiowa Power Partners LLC,OK,55501,SPP,WSC ,CA,NG,1167679.38714,2359299.0,2.0205023964485984,Pittsburg,74553.0
8613,2006.0,Las Vegas Power Company LLC,NV,55514,WECC,MTN ,CA,NG,217191.53937,676918.0,3.1166867823834794,Clark,89124.0
8714,2006.0,Rock River Energy LLC,WI,55641,MRO,ENC ,CA,NG,32728.885319999998,401598.0,12.270445390163992,Rock,53511.0
8740,2006.0,Nevada Power Co,NV,55687,WECC,MTN ,CA,NG,218942.33955,806732.0,3.6846779003919714,Clark,89019.0
8752,2006.0,Hot Spring Power Co LLC,AR,55714,SERC,WSC ,CA,NG,41003.71677,511373.0,12.471381627875779,Hot Spring,72104.0
8758,2006.0,Duke Energy Ohio Inc,OH,55736,RFC,ENC ,CA,NG,72138.59436,397187.0,5.505887708566657,Lawrence,45638.0
8810,2006.0,Frederickson Power LP,WA,55818,WECC,PACC,CA,NG,11553.11247,273320.0,23.657694037838787,Pierce,98446.0
8813,2006.0,Southern Power Co,FL,55821,FRCC,SAT ,CA,NG,1041481.97979,1119612.0,1.0750181200693971,Orange,32802.0
8822,2006.0,Rocky Mountain Energy Ctr LLC,CO,55835,WECC,MTN ,CA,NG,718102.38732,1166664.0,1.6246485467818288,Weld,80643.0
8868,2006.0,Southern Power Co,GA,55965,SERC,SAT ,CA,NG,246246.49916999997,892094.0,3.622768254602188,Heard,30217.0
8878,2006.0,RRI Energy Wholesale Generation  LLC,PA,55976,RFC,MAT ,CA,NG,1907.59263,260227.0,136.41644233024743,Adams,17325.0
8886,2006.0,San Diego Gas & Electric Co,CA,55985,WECC,PACC,CA,NG,112588.99497,942176.0,8.368277914293918,San Diego,92029.0
8929,2006.0,GE Energy Services,WI,56031,MRO,ENC ,CA,NG,36158.39046,352807.0,9.757265063838796,Outagamie,54130.0
8950,2006.0,City of Burbank Water and Power,CA,56046,WECC,PACC,CA,NG,5231.2995,370516.0,70.8267611135627,Los Angeles,91502.0
8992,2006.0,PacifiCorp,UT,56102,WECC,MTN ,CA,NG,563245.95774,680875.0,1.2088413430111091,Juab,84645.0
9040,2006.0,Georgia Power Co,GA,56150,SERC,SAT ,CA,NG,316328.32827,959900.0,3.034505335799972,Effingham,31326.0
91,2007.0,Seward City of,AK,92,ASCC,PACN,IC,DFO,1607.48895,2811.0029999999997,1.7486919583490763,Kenai Peninsula,99664.0
113,2007.0,Arizona Public Service Co,AZ,117,WECC,MTN ,CA,NG,16080.16476,505446.0,31.4328868854202,Maricopa,85043.0
156,2007.0,Salt River Project,AZ,147,WECC,MTN ,CA,NG,38753.525310000005,288051.0,7.432897980139914,Maricopa,85283.0
337,2007.0,RRI Energy Coolwater LP,CA,329,WECC,PACC,CA,NG,141793.71354,233239.0,1.6449177765148473,San Bernardino,92327.0
359,2007.0,Southern California Edison Co,CA,358,WECC,PACC,CA,NG,296121.15177,2324021.0,7.8482100522325675,San Bernardino,92374.0
1235,2007.0,City of Lenox,IA,1158,MRO,WNC ,IC,DFO,46.59813,48.998999999999995,1.0515228829998116,Taylor,50851.0
1356,2007.0,City of Beloit,KS,1264,SPP,WNC ,IC,DFO,60.95856,95.002,1.5584685727484378,Mitchell,67420.0
1547,2007.0,Cleco Evangeline LLC,LA,1396,SPP,WSC ,CA,NG,36206.45394,557932.0,15.40973885276322,Evangeline,71367.0
1673,2007.0,Boston Generating LLC,MA,1588,NPCC,NEW ,CA,NG,92035.99587,2902560.0,31.537225979494373,Middlesex,2129.0
1686,2007.0,Mirant Kendall LLC,MA,1595,NPCC,NEW ,CA,NG,49566.34296,316786.457,6.391160575547129,Middlesex,2142.0
1885,2007.0,City of Lowell,MI,1837,RFC,ENC ,IC,DFO,3.51684,3.5570000000000004,1.011419342364168,Kent,49331.0
1951,2007.0,Northern States Power Co - Minnesota,MN,1904,MRO,WNC ,CA,NG,6925.2441,201355.0,29.075509410563594,Dakota,55101.0
2148,2007.0,Kansas City Power & Light Co,MO,2079,SPP,WNC ,CA,NG,60895.54995,108022.0,1.7738898833936882,Jackson,64120.0
3378,2007.0,Brownsville Public Utilities Board,TX,3559,TRE,WSC ,CA,NG,69.75066,7487.0,107.33948610665476,Cameron,78520.0
3408,2007.0,City of Lubbock,TX,3604,SPP,WSC ,CA,NG,16009.24182,41461.0,2.589816586329758,Lubbock,79457.0
3552,2007.0,TransAlta Centralia Gen LLC,WA,3845,WECC,PACC,CA,NG,0.29307,79457.0,271119.5277578735,Lewis,98531.0
3988,2007.0,Public Service Co of Colorado,CO,6112,WECC,MTN ,CA,NG,516477.55406999995,1494453.0,2.893548786821918,Weld,80651.0
4119,2007.0,Nebraska Public Power District,NE,6229,MRO,WNC ,IC,DFO,135.10527,219.998,1.6283450675166116,York,68467.0
4187,2007.0,Hutchinson Utilities Comm,MN,6358,MRO,WNC ,CA,NG,257.02239,817.0010000000002,3.178715286244129,McLeod,55350.0
4530,2007.0,City of Redding,CA,7307,WECC,PACC,CA,NG,3302.60583,56175.0,17.009295959487847,Shasta,96001.0
4666,2007.0,Oklahoma Municipal Power Auth,OK,7546,SPP,WSC ,CA,NG,582.9162299999999,9825.0,16.85490898066091,Kay,74601.0
4675,2007.0,Sacramento Municipal Util Dist,CA,7551,WECC,PACC,CA,NG,6538.3917,114576.0,17.523575407695446,Sacramento,95824.0
4678,2007.0,Sacramento Municipal Util Dist,CA,7552,WECC,PACC,CA,NG,29540.28372,357579.0,12.104792336774482,Sacramento,95824.0
4726,2007.0,Southern Power Co,AL,7710,SERC,ESC ,CA,NG,496361.52234,1459018.0,2.9394260721937977,Lee,36877.0
4767,2007.0,Rochester Gas & Electric Corp,NY,7784,NPCC,MAT ,CA,NG,18825.058380000002,22850.0,1.213807656728234,Allegany,14735.0
4804,2007.0,City of Shelby,OH,7828,RFC,ENC ,IC,DFO,133.34685,475.0,3.562138888170212,Richland,44875.0
4832,2007.0,JEA,FL,7846,FRCC,SAT ,CA,NG,34414.33089,523488.95399999997,15.211365162764613,Duval,32234.0
4873,2007.0,Lincoln Electric System,NE,7887,MRO,WNC ,CA,NG,33.99612,25511.519,750.4244307879842,Lancaster,68517.0
4879,2007.0,Southern Power Co,AL,7897,SERC,ESC ,CA,NG,497300.22555,1353656.0,2.7220096240714446,Autauga,36067.0
4898,2007.0,Oglethorpe Power Corporation,GA,7917,SERC,SAT ,CA,NG,6838.78845,496027.0,72.53141453732205,Heard,30217.0
4914,2007.0,City of Russell,KS,7930,SPP,WNC ,GT,NG,5476.89216,17841.998,3.257686563614939,Russell,67665.0
4928,2007.0,Municipal Electric Authority,GA,7946,SERC,SAT ,CA,NG,65389.7784,326451.0,4.9923857824237565,Heard,30217.0
4975,2007.0,Nebraska Public Power District,NE,8000,MRO,WNC ,CA,NG,0.58614,150673.0,257059.74681816628,Gage,68310.0
5048,2007.0,Salt River Project,AZ,8068,WECC,MTN ,CA,NG,499536.34965,1494606.0,2.991986471149087,Maricopa,85296.0
5175,2007.0,Kinsley's Landfill Inc,NJ,10045,RFC,MAT ,IC,MLG,276.36501,390.003,1.4111880516278097,Gloucester,8080.0
5217,2007.0,Wood Group Power Operations  Inc,NJ,10099,RFC,MAT ,CA,NG,10411.01868,41818.64,4.016767358254322,Salem,8067.0
5462,2007.0,Calpine Corp-Yuba City,CA,10350,WECC,PACC,CA,NG,23828.34942,28435.0,1.1933264658328988,Sutter,95993.0
5568,2007.0,Temple Inland Inc,CA,10427,WECC,PACC,GT,NG,130327.93593,284366.0,2.18192667574153,San Bernardino,91761.0
5695,2007.0,Formosa Plastics Corp,TX,10554,TRE,WSC ,CA,NG,94958.78297999999,708859.565,7.464918386214977,Calhoun,77978.0
5771,2007.0,WPS Power Developement,NY,10617,NPCC,MAT ,CA,NG,5538.14379,18347.0,3.3128428397125456,Lewis,13305.0
5775,2007.0,Carthage Energy LLC,NY,10620,NPCC,MAT ,CA,NG,3103.6113,6599.382000000001,2.1263558358612755,Jefferson,13619.0
5897,2007.0,Selkirk Cogen Partners LP,NY,10725,NPCC,MAT ,CA,NG,205291.13895,535672.8,2.6093323011397325,Albany,12158.0
5920,2007.0,Midland Cogeneration Venture,MI,10745,RFC,ENC ,CA,NG,303425.62845,1188408.11,3.916637220365293,Midland,48640.0
5927,2007.0,Camden Cogen LP,NJ,10751,RFC,MAT ,CA,NG,17993.91186,62468.0,3.4716186500204413,Camden,8104.0
5932,2007.0,"Tri-State G & T Assn, Inc",CO,10755,WECC,MTN ,CA,NG,27495.241260000003,30721.0,1.117320619575462,Garfield,81650.0
6010,2007.0,Applied Energy Inc,CA,10811,WECC,PACC,CA,NG,3578.09163,71155.0,19.886298999000203,San Diego,92136.0
6090,2007.0,Cogen Technologies Linden Vent,NJ,50006,RFC,MAT ,CA,NG,611617.7473800001,1192167.509,1.9492035901621785,Union,7036.0
6091,2007.0,Cogen Technologies Linden Vent,NJ,50006,RFC,MAT ,CA,WOO,13975.336019999999,14066.383,1.0065148329793074,Union,7036.0
6115,2007.0,Oxy Vinyls LP,TX,50043,TRE,WSC ,CA,NG,245362.30698000002,359419.013,1.464850153325698,Harris,77536.0
6176,2007.0,Paris Generation LP,TX,50109,TRE,WSC ,CA,NG,6956.309520000001,156066.0,22.435171918572134,Lamar,75460.0
6301,2007.0,Robbins Lumber Inc,ME,50230,NPCC,NEW ,ST,WWW,4096.82553,7069.361000000001,1.7255704320901362,Waldo,4973.0
6430,2007.0,Nalco Co,IL,50326,RFC,ENC ,CA,NG,485.03085,920.53,1.8978792792252288,Du Page,60563.0
6541,2007.0,New York Zoological Society,NY,50427,NPCC,MAT ,IC,DFO,10623.20136,20881.117,1.965614346596552,Bronx,10460.0
6542,2007.0,New York Zoological Society,NY,50427,NPCC,MAT ,IC,NG,68.57838000000001,134.983,1.9683025466626656,Bronx,10460.0
6561,2007.0,Indeck-Energy Serv Silver Spg,NY,50449,NPCC,MAT ,CA,NG,1239.3930300000002,3093.0,2.4955764032334438,Wyoming,14550.0
6564,2007.0,Indeck-Oswego Ltd Partnership,NY,50450,NPCC,MAT ,CA,NG,2773.32141,7302.0,2.632944012068186,Oswego,13126.0
6568,2007.0,Indeck-Yerkes Ltd Partnership,NY,50451,NPCC,MAT ,CA,NG,1413.18354,5903.616,4.177529551469301,Erie,14150.0
6575,2007.0,Indeck-Corinth Ltd Partnership,NY,50458,NPCC,MAT ,CA,NG,95068.9773,189811.068,1.996561584974576,Saratoga,12822.0
6647,2007.0,Maxim Power (USA) Inc,CT,50498,NPCC,NEW ,CA,NG,6453.69447,6955.87,1.077812101631765,Hartford,6106.0
6688,2007.0,PowerSmith Cogen Proj LP,OK,50558,SPP,WSC ,CA,NG,2641.43991,112813.0,42.70890266059469,Oklahoma,73128.0
6692,2007.0,Sunoco Power Generation LLC,NJ,50561,RFC,MAT ,CA,NG,14793.294390000001,71494.311,4.832886381841281,Gloucester,8093.0
6737,2007.0,ExxonMobil Oil Corp,TX,50625,SERC,WSC ,CA,NG,16373.52783,242565.496,14.814491935914097,Jefferson,77704.0
6837,2007.0,Thermo Cogeneration Partnership LP,CO,50707,WECC,MTN ,CA,NG,176625.37610999998,202536.0,1.1466981951328623,Weld,80621.0
6941,2007.0,Optim Energy LLC,TX,50815,TRE,WSC ,CA,NG,266089.38966,492339.99,1.850280428802875,Harris,77530.0
6975,2007.0,Onondaga Cogeneration LP,NY,50855,NPCC,MAT ,CA,NG,35.1684,2101.0,59.74113124282025,Onondaga,13209.0
7153,2007.0,Dow Chemical Co,LA,52006,SERC,WSC ,CA,NG,649285.15527,724829.0390000001,1.1163493160390918,Iberville,70764.0
7166,2007.0,Doswell Ltd Partnership,VA,52019,SERC,SAT ,CA,NG,296474.00805,586425.678,1.9780003038279832,Hanover,23005.0
7196,2007.0,Nassau Energy Corp,NY,52056,NPCC,MAT ,CA,NG,16653.11661,78489.54400000001,4.713204491276303,Nassau,11530.0
7286,2007.0,Merck & Co Inc-West Point,PA,52149,RFC,MAT ,IC,DFO,360.4761,363.58,1.0086105569828347,Mongomery,19486.0
7315,2007.0,Power Resources Ltd,TX,52176,TRE,WSC ,CA,NG,72441.0426,175777.58,2.4264915811689325,Howard,79720.0
7350,2007.0,Rensselaer Cogeneration LLC,NY,54034,NPCC,MAT ,CA,NG,3696.78498,5354.0,1.4482854775069989,Rensselaer,12144.0
7357,2007.0,Lockport Energy Associates LP,NY,54041,NPCC,MAT ,CA,NG,110135.70599999999,362451.06200000003,3.2909496398924434,Niagara,14094.0
7415,2007.0,International Paper Co-Riverdl,AL,54096,SERC,ESC ,CA,NG,10296.72138,20288.258,1.970360977175436,Dallas,36703.0
7587,2007.0,Shell Chemical LP,TX,54330,TRE,WSC ,GT,NG,9875.87286,36117.901,3.6571857001407366,Harris,77082.0
7619,2007.0,Northern Star Generation Services Co LLC,FL,54365,FRCC,SAT ,CA,NG,81733.12002,95308.0,1.166087872048421,Polk,33830.0
7661,2007.0,Teton Operating Services LLC,FL,54423,FRCC,SAT ,CA,NG,10150.47945,89277.0,8.795348085749781,Lake,32784.0
7664,2007.0,Teton Operating Services LLC,FL,54424,FRCC,SAT ,CA,NG,24818.92602,102982.0,4.149333452906598,Pasco,33523.0
7669,2007.0,Northern Star Generation Services Co LLC,FL,54426,FRCC,SAT ,CA,NG,492.65067,141725.001,287.678490318505,Polk,33830.0
7740,2007.0,Tenaska Washington Partners LP,WA,54537,WECC,PACC,CA,NG,64208.41323,215695.39800000002,3.359301174868793,Whatcom,98248.0
7749,2007.0,Sithe/Independence LLC,NY,54547,NPCC,MAT ,CA,NG,306341.96802,915952.57,2.989967636233899,Oswego,13126.0
7777,2007.0,Saranac Power Partners LP,NY,54574,NPCC,MAT ,CA,NG,103365.49592999999,652592.72,6.3134483526489475,Clinton,12901.0
7785,2007.0,"Lincoln Paper and Tissue, LLC",ME,54587,NPCC,NEW ,ST,WWW,5.27526,8.988999999999999,1.7039918411604358,Penobscot,4457.0
7830,2007.0,Eagle Materials Co LLC,CO,54630,WECC,MTN ,IC,DFO,4.98219,63.69900000000001,12.785341386016992,Eagle,81637.0
7893,2007.0,STI Capital Co,PA,54693,RFC,MAT ,CA,NG,7434.599759999999,10910.56,1.4675383143960932,York,17402.0
7896,2007.0,Falcon Power Operating Company,AZ,54694,WECC,MTN ,CA,NG,16974.90747,108810.72099999999,6.410092142905802,Yuma,85364.0
8044,2007.0,Sun Trust Plaza Associates LLC,GA,54845,SERC,SAT ,IC,DFO,22.859460000000002,35.28,1.5433435435482732,Fulton,30308.0
8185,2007.0,Cottage Grove Operating Services LLC,MN,55010,MRO,WNC ,CA,NG,87476.70588,285407.48699999996,3.2626684341717236,Washington,55016.0
8188,2007.0,Whitewater Operating Services LLC,WI,55011,RFC,ENC ,CA,DFO,50.99418,1250.136,24.515268212960766,Jefferson,53190.0
8189,2007.0,Whitewater Operating Services LLC,WI,55011,RFC,ENC ,CA,NG,58785.152879999994,354557.50399999996,6.03141246776664,Jefferson,53190.0
8245,2007.0,Tenaska Frontier Partners Ltd,TX,55062,TRE,WSC ,CA,NG,828485.4444,1893493.0,2.2854873465776966,Grimes,77876.0
8252,2007.0,Denver City Energy Assoc LP,TX,55065,SPP,WSC ,CA,NG,8853.35163,721787.0,81.52697759729669,Yoakum,79323.0
8265,2007.0,El Dorado Energy LLC,NV,55077,WECC,MTN ,CA,NG,32029.034160000003,874282.0,27.296545866246003,Clark,89005.0
8279,2007.0,Dearborn Industrial Gen Inc,MI,55088,RFC,ENC ,CA,NG,168693.72963,476381.875,2.823945359705188,Wayne,48121.0
8282,2007.0,Occidental Chemical Corporation,LA,55089,SERC,WSC ,CA,NG,45869.55798,1397853.3930000002,30.474533755252022,St Charles,70057.0
8313,2007.0,Calpine Corp-Sutter,CA,55112,WECC,PACC,CA,NG,3616.4838,909103.0,251.3775949998725,Sutter,95993.0
8318,2007.0,PPG Industries Inc,LA,55117,SERC,WSC ,CA,NG,12240.654690000001,535451.64,43.743709267236916,Calcasieu,70602.0
8338,2007.0,Salt River Project,AZ,55129,WECC,MTN ,CA,NG,161801.30937,640657.0,3.959529144074936,Pinal,85293.0
8340,2007.0,Dynegy Midwest Generation Inc,IL,55131,RFC,ENC ,CA,NG,47382.09225,511676.0,10.798932164081464,Kendall,60447.0
8343,2007.0,Tenaska Gateway Partners Ltd,TX,55132,TRE,WSC ,CA,NG,416222.41005,1538321.0,3.695911039040893,Rusk,75681.0
8350,2007.0,TPF Operations Inc,TX,55137,TRE,WSC ,CA,NG,145591.02153,977565.0,6.7144593789292575,Guadalupe,78155.0
8358,2007.0,Green Country OP Services LLC,OK,55146,SPP,WSC ,CA,NG,337759.36509000004,1165131.998,3.4495919830070045,Tulsa,74037.0
8365,2007.0,Guadalupe Power Partners LP,TX,55153,TRE,WSC ,CA,NG,209337.26337,1636273.0,7.816444017938247,Guadalupe,78124.0
8380,2007.0,"Bastrop Energy Partners, LP",TX,55168,TRE,WSC ,CA,NG,261414.33701999998,840050.0,3.2134809803324997,Bastrop,78602.0
8391,2007.0,Eastman Cogeneration LP,TX,55176,SPP,WSC ,CA,NG,322563.68559,479214.364,1.4856426355727888,Harrison,75602.0
8395,2007.0,Calpine Operating Services Company Inc,AZ,55177,WECC,MTN ,CA,NG,3145.2272399999997,761527.0,242.1214563816381,Mohave,86440.0
8397,2007.0,Dogwood Energy LLC,MO,55178,SPP,WNC ,CA,NG,78662.33256,288318.0,3.6652612580498336,Cass,64080.0
